requirement_id,canonical_key,release,applicability,module_id,module_name,requirement_level,category,subsystem,requirement,expected_behavior,forbidden_behavior,input,output,state_or_status,source_documents,source_versions,source_sections,source_extract_ids,acceptance_test_ids,priority,criticality,implementation_layer,dependency,release_gate,open_gate_ids,developer_task_ids,notes
CORE-CAN-0019,core.future_1_2_boundary.boundary.37b5f6ed3fd55a8a,1.2,FUTURE_1_2_BOUNDARY,CORE,CASA Pro Core,BOUNDARY,CALCULATION,§09 Сценарии «что изменить»,Вход: базовый снимок фактов/расчётов и одно или несколько явных допущений,Вход: базовый снимок фактов/расчётов и одно или несколько явных допущений,,,,,00_CASA_Pro_MASTER_v1.2,1.2,§09 Сценарии «что изменить»,SRC-DOC-000-00129,,,,MULTI_LAYER,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
CORE-CAN-0020,core.future_1_2_boundary.boundary.f8256fac06bac833,1.2,FUTURE_1_2_BOUNDARY,CORE,CASA Pro Core,BOUNDARY,CALCULATION,§09 Сценарии «что изменить»,"Действие и выход: создаёт независимую копию расчёта, сравнивает ДО и ПОСЛЕ → изменившиеся показатели, программы, препятствия и стоимость действия","Действие и выход: создаёт независимую копию расчёта, сравнивает ДО и ПОСЛЕ → изменившиеся показатели, программы, препятствия и стоимость действия",,,,,00_CASA_Pro_MASTER_v1.2,1.2,§09 Сценарии «что изменить»,SRC-DOC-000-00130,,,,MULTI_LAYER,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
CORE-CAN-0021,core.current_1_0.boundary.71316c4e980eba19,1.0,CURRENT_1_0,CORE,CASA Pro Core,BOUNDARY,FUTURE_BOUNDARY,§10 Кредитная история: обязательные принципы,"ОТВЕТ CEO  Количество текущих просрочек — это число активных канонических обязательств с подтверждённым current DPD > 0. Исторический максимум DPD не входит в этот показатель. Если current DPD неизвестен хотя бы у значимого активного обязательства, система не имеет права показывать уверенный ноль.: ОТВЕТ CEO  Количество текущих просрочек — это число активных канонических обязательств с подтверждённым current DPD > 0. Исторический максимум DPD не входит в этот показатель. Если current DPD неизвестен хотя бы у значимого активного обязательства, система не имеет права показывать уверенный ноль.","ОТВЕТ CEO  Количество текущих просрочек — это число активных канонических обязательств с подтверждённым current DPD > 0. Исторический максимум DPD не входит в этот показатель. Если current DPD неизвестен хотя бы у значимого активного обязательства, система не имеет права показывать уверенный ноль.: ОТВЕТ CEO  Количество текущих просрочек — это число активных канонических обязательств с подтверждённым current DPD > 0. Исторический максимум DPD не входит в этот показатель. Если current DPD неизвестен хотя бы у значимого активного обязательства, система не имеет права показывать уверенный ноль.",,,,,00_CASA_Pro_MASTER_v1.2,1.2,§10 Кредитная история: обязательные принципы,SRC-DOC-000-00175,,,,MULTI_LAYER,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
CORE-CAN-0022,core.current_1_0.cross_module.f0a9ee6a3eed9339,1.0,CURRENT_1_0,CORE,CASA Pro Core,CROSS_MODULE,BUSINESS_RULE,§10 Кредитная история: обязательные принципы,"Правило: Текущее отдельно от истории; Как работает CASA: Активные обязательства формируют текущий профиль. Закрытые, уступленные предшественники и исторические события остаются только в истории.","Правило: Текущее отдельно от истории; Как работает CASA: Активные обязательства формируют текущий профиль. Закрытые, уступленные предшественники и исторические события остаются только в истории.",,,,,00_CASA_Pro_MASTER_v1.2,1.2,§10 Кредитная история: обязательные принципы,SRC-DOC-000-00177,,,,MULTI_LAYER,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
CORE-CAN-0023,core.current_1_0.cross_module.7f60e088f63388ed,1.0,CURRENT_1_0,CORE,CASA Pro Core,CROSS_MODULE,BUSINESS_RULE,§10 Кредитная история: обязательные принципы,Правило: current DPD; Как работает CASA: Просрочка на дату актуальности текущей записи. Именно она отвечает на вопрос о текущей просрочке.,Правило: current DPD; Как работает CASA: Просрочка на дату актуальности текущей записи. Именно она отвечает на вопрос о текущей просрочке.,,,,,00_CASA_Pro_MASTER_v1.2,1.2,§10 Кредитная история: обязательные принципы,SRC-DOC-000-00178,,,,MULTI_LAYER,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
CORE-CAN-0024,core.current_1_0.cross_module.7ea0d8c7c7f8b917,1.0,CURRENT_1_0,CORE,CASA Pro Core,CROSS_MODULE,BUSINESS_RULE,§10 Кредитная история: обязательные принципы,"Правило: historical/lifetime DPD; Как работает CASA: Исторический максимум по линии долга. Он сохраняется, но не превращается в текущую просрочку.","Правило: historical/lifetime DPD; Как работает CASA: Исторический максимум по линии долга. Он сохраняется, но не превращается в текущую просрочку.",,,,,00_CASA_Pro_MASTER_v1.2,1.2,§10 Кредитная история: обязательные принципы,SRC-DOC-000-00179,,,,MULTI_LAYER,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
CORE-CAN-0025,core.current_1_0.cross_module.12df9fd51c0a9f8a,1.0,CURRENT_1_0,CORE,CASA Pro Core,CROSS_MODULE,BUSINESS_RULE,§10 Кредитная история: обязательные принципы,Правило: Закрытые кредиты; Как работает CASA: Не входят в текущий долг и текущую ежемесячную нагрузку.,Правило: Закрытые кредиты; Как работает CASA: Не входят в текущий долг и текущую ежемесячную нагрузку.,,,,,00_CASA_Pro_MASTER_v1.2,1.2,§10 Кредитная история: обязательные принципы,SRC-DOC-000-00180,,,,MULTI_LAYER,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
CORE-CAN-0026,core.current_1_0.cross_module.a55d789686115e6a,1.0,CURRENT_1_0,CORE,CASA Pro Core,CROSS_MODULE,BUSINESS_RULE,§10 Кредитная история: обязательные принципы,"Правило: Карты; Как работает CASA: Лимит, использованная сумма/остаток и минимальный платёж — три разных показателя; лимит не суммируется как долг.","Правило: Карты; Как работает CASA: Лимит, использованная сумма/остаток и минимальный платёж — три разных показателя; лимит не суммируется как долг.",,,,,00_CASA_Pro_MASTER_v1.2,1.2,§10 Кредитная история: обязательные принципы,SRC-DOC-000-00181,,,,MULTI_LAYER,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
CORE-CAN-0027,core.current_1_0.product_semantic.71a360d68a0b243b,1.0,CURRENT_1_0,CORE,CASA Pro Core,PRODUCT_SEMANTIC,BUSINESS_RULE,§10 Кредитная история: обязательные принципы,Правило: Уступки/коллекторы; Как работает CASA: Исходная и последующая записи связываются в одну линию при доказательстве; текущий долг не задваивается.,Правило: Уступки/коллекторы; Как работает CASA: Исходная и последующая записи связываются в одну линию при доказательстве; текущий долг не задваивается.,,,,,00_CASA_Pro_MASTER_v1.2,1.2,§10 Кредитная история: обязательные принципы,SRC-DOC-000-00182,,,,MULTI_LAYER,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv. Release/applicability corrected in V3.1 from MASTER v1.2 §20; product semantics unchanged.
CORE-CAN-0028,core.current_1_0.cross_module.09494f13855166da,1.0,CURRENT_1_0,CORE,CASA Pro Core,CROSS_MODULE,BUSINESS_RULE,§10 Кредитная история: обязательные принципы,Правило: Дубли; Как работает CASA: Похожие кредитор/сумма/дата без явной связи не склеиваются автоматически.,Правило: Дубли; Как работает CASA: Похожие кредитор/сумма/дата без явной связи не склеиваются автоматически.,,,,,00_CASA_Pro_MASTER_v1.2,1.2,§10 Кредитная история: обязательные принципы,SRC-DOC-000-00183,,,,MULTI_LAYER,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
CORE-CAN-0029,core.current_1_0.cross_module.3629771fdb0b64e6,1.0,CURRENT_1_0,CORE,CASA Pro Core,CROSS_MODULE,BUSINESS_RULE,§10 Кредитная история: обязательные принципы,"Правило: Роль клиента; Как работает CASA: Заёмщик, созаёмщик, гарант/поручитель и залогодатель хранятся раздельно; роль не превращается в платёж без факта.","Правило: Роль клиента; Как работает CASA: Заёмщик, созаёмщик, гарант/поручитель и залогодатель хранятся раздельно; роль не превращается в платёж без факта.",,,,,00_CASA_Pro_MASTER_v1.2,1.2,§10 Кредитная история: обязательные принципы,SRC-DOC-000-00184,,,,MULTI_LAYER,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
CORE-CAN-0030,core.current_1_0.cross_module.40ff2de7256b43aa,1.0,CURRENT_1_0,CORE,CASA Pro Core,CROSS_MODULE,VALIDATION,§10 Кредитная история: обязательные принципы,"Правило: Неизвестность; Как работает CASA: Пустой остаток, платёж или DPD не равен нулю; затронутый итог получает UNKNOWN/ручную проверку.","Правило: Неизвестность; Как работает CASA: Пустой остаток, платёж или DPD не равен нулю; затронутый итог получает UNKNOWN/ручную проверку.",,,,UNKNOWN,00_CASA_Pro_MASTER_v1.2,1.2,§10 Кредитная история: обязательные принципы,SRC-DOC-000-00185,,,,MULTI_LAYER,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
CORE-CAN-0031,core.future_1_3_boundary.boundary.6bd8c75023c417b2,1.3,FUTURE_1_3_BOUNDARY,CORE,CASA Pro Core,BOUNDARY,BUSINESS_RULE,§10 Следующее действие,"Вход: причины результата, недостающие данные, выбранный сценарий и сроки","Вход: причины результата, недостающие данные, выбранный сценарий и сроки",,,,,00_CASA_Pro_MASTER_v1.2,1.2,§10 Следующее действие,SRC-DOC-000-00135,,,,MULTI_LAYER,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv. Release/applicability corrected in V3.1 from MASTER v1.2 §20; product semantics unchanged.
CORE-CAN-0032,core.future_1_3_boundary.boundary.649372b8f78df144,1.3,FUTURE_1_3_BOUNDARY,CORE,CASA Pro Core,BOUNDARY,BUSINESS_RULE,§10 Следующее действие,Действие и выход: выбирает действие только из утверждённого списка и назначает ответственного/дату → один основной следующий шаг и при необходимости вспомогательные задачи,Действие и выход: выбирает действие только из утверждённого списка и назначает ответственного/дату → один основной следующий шаг и при необходимости вспомогательные задачи,,,,,00_CASA_Pro_MASTER_v1.2,1.2,§10 Следующее действие,SRC-DOC-000-00136,,,,MULTI_LAYER,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
CORE-CAN-0033,core.future_1_3_boundary.boundary.d6c9331df542e22d,1.3,FUTURE_1_3_BOUNDARY,CORE,CASA Pro Core,BOUNDARY,UI,§10 Следующее действие,Не делает: не отправляет значимую финансовую рекомендацию клиенту без проверки брокера,Не делает: не отправляет значимую финансовую рекомендацию клиенту без проверки брокера,,,,,00_CASA_Pro_MASTER_v1.2,1.2,§10 Следующее действие,SRC-DOC-000-00137,,,,MULTI_LAYER,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
CORE-CAN-0034,core.future_1_3_boundary.boundary.ff40d11166623408,1.3,FUTURE_1_3_BOUNDARY,CORE,CASA Pro Core,BOUNDARY,BUSINESS_RULE,§11 Заключение клиенту,"Вход: выбранный снимок, причины, сценарии, неизвестности и действия","Вход: выбранный снимок, причины, сценарии, неизвестности и действия",,,,,00_CASA_Pro_MASTER_v1.2,1.2,§11 Заключение клиенту,SRC-DOC-000-00141,,,,MULTI_LAYER,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv. Release/applicability corrected in V3.1 from MASTER v1.2 §20; product semantics unchanged.
CORE-CAN-0035,core.future_1_3_boundary.boundary.a6add0ed3d0bbc47,1.3,FUTURE_1_3_BOUNDARY,CORE,CASA Pro Core,BOUNDARY,BUSINESS_RULE,§11 Заключение клиенту,"Действие и выход: формирует понятное заключение с датами, источниками и оговорками → версионный клиентский отчёт","Действие и выход: формирует понятное заключение с датами, источниками и оговорками → версионный клиентский отчёт",,,,,00_CASA_Pro_MASTER_v1.2,1.2,§11 Заключение клиенту,SRC-DOC-000-00142,,,,MULTI_LAYER,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
CORE-CAN-0036,core.current_1_0.boundary.ad3fe50b69e79175,1.0,CURRENT_1_0,CORE,CASA Pro Core,BOUNDARY,FUTURE_BOUNDARY,§11 Пенсионные отчисления,Принцип: Получение; Обязательное решение: Только ручная загрузка PDF пользователем; CASA не входит в eGov/ЕНПФ и не получает выписку по ИИН.,Принцип: Получение; Обязательное решение: Только ручная загрузка PDF пользователем; CASA не входит в eGov/ЕНПФ и не получает выписку по ИИН.,,,,,00_CASA_Pro_MASTER_v1.2,1.2,§11 Пенсионные отчисления,SRC-DOC-000-00194,,,,PARSER,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
CORE-CAN-0037,core.current_1_0.cross_module.e5ac239688c86729,1.0,CURRENT_1_0,CORE,CASA Pro Core,CROSS_MODULE,BUSINESS_RULE,§11 Пенсионные отчисления,Принцип: Отправитель; Обязательное решение: Отображается как «отправитель пенсионных взносов». Работодателем становится только после отдельного подтверждения связи.,Принцип: Отправитель; Обязательное решение: Отображается как «отправитель пенсионных взносов». Работодателем становится только после отдельного подтверждения связи.,,,,,00_CASA_Pro_MASTER_v1.2,1.2,§11 Пенсионные отчисления,SRC-DOC-000-00195,,,,MULTI_LAYER,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
CORE-CAN-0038,core.current_1_0.cross_module.c6cf8d29ac6d2f56,1.0,CURRENT_1_0,CORE,CASA Pro Core,CROSS_MODULE,BUSINESS_RULE,§11 Пенсионные отчисления,"Принцип: Сумма; Обязательное решение: Сумма пенсионных — факт платежа, а не зарплата и не принятый банком доход.","Принцип: Сумма; Обязательное решение: Сумма пенсионных — факт платежа, а не зарплата и не принятый банком доход.",,,,,00_CASA_Pro_MASTER_v1.2,1.2,§11 Пенсионные отчисления,SRC-DOC-000-00196,,,,MULTI_LAYER,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
CORE-CAN-0039,core.current_1_0.cross_module.40ca445c227a2e15,1.0,CURRENT_1_0,CORE,CASA Pro Core,CROSS_MODULE,BUSINESS_RULE,§11 Пенсионные отчисления,Принцип: Месяц/покрытие; Обязательное решение: Неизвестная семантика периода не позволяет объявлять отсутствующий месяц нулём или «нет взноса».,Принцип: Месяц/покрытие; Обязательное решение: Неизвестная семантика периода не позволяет объявлять отсутствующий месяц нулём или «нет взноса».,,,,,00_CASA_Pro_MASTER_v1.2,1.2,§11 Пенсионные отчисления,SRC-DOC-000-00197,,,,MULTI_LAYER,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
CORE-CAN-0040,core.current_1_0.cross_module.caba9ca50d7d630b,1.0,CURRENT_1_0,CORE,CASA Pro Core,CROSS_MODULE,CALCULATION,§11 Пенсионные отчисления,"Принцип: Расчётная база; Обязательное решение: amount/rate допускается только при подтверждённом типе взноса, категории плательщика, режиме и ставке на конкретный период.","Принцип: Расчётная база; Обязательное решение: amount/rate допускается только при подтверждённом типе взноса, категории плательщика, режиме и ставке на конкретный период.",,,,,00_CASA_Pro_MASTER_v1.2,1.2,§11 Пенсионные отчисления,SRC-DOC-000-00198,,,,MULTI_LAYER,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
CORE-CAN-0041,core.current_1_0.cross_module.62353b52e8df57c8,1.0,CURRENT_1_0,CORE,CASA Pro Core,CROSS_MODULE,BUSINESS_RULE,§11 Пенсионные отчисления,Принцип: КНП/пеня; Обязательное решение: Неизвестный КНП не считается ОПВ; пени и неподтверждённые возвраты не входят в положительные суммы.,Принцип: КНП/пеня; Обязательное решение: Неизвестный КНП не считается ОПВ; пени и неподтверждённые возвраты не входят в положительные суммы.,,,,,00_CASA_Pro_MASTER_v1.2,1.2,§11 Пенсионные отчисления,SRC-DOC-000-00199,,,,MULTI_LAYER,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
