requirement_id,canonical_key,release,applicability,module_id,module_name,requirement_level,category,subsystem,requirement,expected_behavior,forbidden_behavior,input,output,state_or_status,source_documents,source_versions,source_sections,source_extract_ids,acceptance_test_ids,priority,criticality,implementation_layer,dependency,release_gate,open_gate_ids,developer_task_ids,notes
M05-CAN-0011,m05.current_1_0.data_contract.79307e3e70a8c72e,1.0,CURRENT_1_0,M05,Профиль клиента,DATA_CONTRACT,PROVENANCE,§10 Прочие обязательства и специальные факты,non_credit_commitment.type: COURT_DEDUCTION; Пример: удержание/исполнительное обязательство; Правило: ссылка на подтверждённый факт/evidence; не дублировать IIN external fact,non_credit_commitment.type: COURT_DEDUCTION; Пример: удержание/исполнительное обязательство; Правило: ссылка на подтверждённый факт/evidence; не дублировать IIN external fact,,,,,04_CASA_Pro_Client_Profile_Final_Spec_KZ_2026-08-21,2026-08-21,§10 Прочие обязательства и специальные факты,SRC-DOC-M05-P-00136,,,,DATA,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M05-CAN-0012,m05.current_1_0.product_semantic.6b18206543435f72,1.0,CURRENT_1_0,M05,Профиль клиента,PRODUCT_SEMANTIC,BUSINESS_RULE,§10 Прочие обязательства и специальные факты,non_credit_commitment.type: OTHER_MANDATORY; Пример: иная обязательная регулярная выплата; Правило: description required; verified/declared,non_credit_commitment.type: OTHER_MANDATORY; Пример: иная обязательная регулярная выплата; Правило: description required; verified/declared,,,,VERIFIED|DECLARED,04_CASA_Pro_Client_Profile_Final_Spec_KZ_2026-08-21,2026-08-21,§10 Прочие обязательства и специальные факты,SRC-DOC-M05-P-00137,,,,MULTI_LAYER,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M05-CAN-0013,m05.current_1_0.product_semantic.10f857eee95668ce,1.0,CURRENT_1_0,M05,Профиль клиента,PRODUCT_SEMANTIC,BUSINESS_RULE,§10 Прочие обязательства и специальные факты,non_credit_commitment.type: UNKNOWN; Пример: неясный факт; Правило: не превращать в 0,non_credit_commitment.type: UNKNOWN; Пример: неясный факт; Правило: не превращать в 0,,,,UNKNOWN,04_CASA_Pro_Client_Profile_Final_Spec_KZ_2026-08-21,2026-08-21,§10 Прочие обязательства и специальные факты,SRC-DOC-M05-P-00138,,,,MULTI_LAYER,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M05-CAN-0014,m05.current_1_0.product_semantic.ac754071df43765b,1.0,CURRENT_1_0,M05,Профиль клиента,PRODUCT_SEMANTIC,BUSINESS_RULE,§10 Прочие обязательства и специальные факты,Специальный факт: maternity_leave / leave; Зачем хранить: доход и занятость могут требовать другой документ/правило; Ограничение: не считать прежнюю зарплату текущей автоматически,Специальный факт: maternity_leave / leave; Зачем хранить: доход и занятость могут требовать другой документ/правило; Ограничение: не считать прежнюю зарплату текущей автоматически,,,,,04_CASA_Pro_Client_Profile_Final_Spec_KZ_2026-08-21,2026-08-21,§10 Прочие обязательства и специальные факты,SRC-DOC-M05-P-00140,,,,MULTI_LAYER,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M05-CAN-0015,m05.current_1_0.product_semantic.a55c12a5c63c214e,1.0,CURRENT_1_0,M05,Профиль клиента,PRODUCT_SEMANTIC,BUSINESS_RULE,§10 Прочие обязательства и специальные факты,Специальный факт: housing_payment_recipient; Зачем хранить: может открывать специальные программы; Ограничение: только verified/declared fact; eligibility позже,Специальный факт: housing_payment_recipient; Зачем хранить: может открывать специальные программы; Ограничение: только verified/declared fact; eligibility позже,,,,VERIFIED|DECLARED,04_CASA_Pro_Client_Profile_Final_Spec_KZ_2026-08-21,2026-08-21,§10 Прочие обязательства и специальные факты,SRC-DOC-M05-P-00141,,,,MULTI_LAYER,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M05-CAN-0016,m05.current_1_0.product_semantic.cf39d00133d201b6,1.0,CURRENT_1_0,M05,Профиль клиента,PRODUCT_SEMANTIC,BUSINESS_RULE,§10 Прочие обязательства и специальные факты,Специальный факт: military/public-service relation; Зачем хранить: может влиять на доступные программы; Ограничение: purpose-bound; минимизация данных,Специальный факт: military/public-service relation; Зачем хранить: может влиять на доступные программы; Ограничение: purpose-bound; минимизация данных,,,,,04_CASA_Pro_Client_Profile_Final_Spec_KZ_2026-08-21,2026-08-21,§10 Прочие обязательства и специальные факты,SRC-DOC-M05-P-00142,,,,BACKEND,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M05-CAN-0017,m05.current_1_0.product_semantic.ec5d37d4299d1787,1.0,CURRENT_1_0,M05,Профиль клиента,PRODUCT_SEMANTIC,BUSINESS_RULE,§10 Прочие обязательства и специальные факты,Специальный факт: social/program category; Зачем хранить: только если конкретная будущая программа требует; Ограничение: не собирать заранее универсальный «социальный профиль»,Специальный факт: social/program category; Зачем хранить: только если конкретная будущая программа требует; Ограничение: не собирать заранее универсальный «социальный профиль»,,,,,04_CASA_Pro_Client_Profile_Final_Spec_KZ_2026-08-21,2026-08-21,§10 Прочие обязательства и специальные факты,SRC-DOC-M05-P-00143,,,,MULTI_LAYER,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M05-CAN-0018,m05.current_1_0.product_semantic.e791f2108eafcf83,1.0,CURRENT_1_0,M05,Профиль клиента,PRODUCT_SEMANTIC,STATE,"§11 Состояние поля, подтверждение и конфликты",Конфликт: Пенсионный sender ≠ заявленный работодатель; Правильное поведение: не менять автоматически; показать два факта + даты; запросить relationship confirmation/evidence,Конфликт: Пенсионный sender ≠ заявленный работодатель; Правильное поведение: не менять автоматически; показать два факта + даты; запросить relationship confirmation/evidence,,,,,04_CASA_Pro_Client_Profile_Final_Spec_KZ_2026-08-21,2026-08-21,"§11 Состояние поля, подтверждение и конфликты",SRC-DOC-M05-P-00156,,,,MULTI_LAYER,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M05-CAN-0019,m05.current_1_0.product_semantic.c6fd3580c373eaa7,1.0,CURRENT_1_0,M05,Профиль клиента,PRODUCT_SEMANTIC,STATE,"§11 Состояние поля, подтверждение и конфликты",Конфликт: Риелтор исправляет сумму verified document; Правильное поведение: создать correction revision + actor/reason; не перезаписывать source value,Конфликт: Риелтор исправляет сумму verified document; Правильное поведение: создать correction revision + actor/reason; не перезаписывать source value,,,,VERIFIED,04_CASA_Pro_Client_Profile_Final_Spec_KZ_2026-08-21,2026-08-21,"§11 Состояние поля, подтверждение и конфликты",SRC-DOC-M05-P-00158,,,,MULTI_LAYER,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M05-CAN-0020,m05.current_1_0.product_semantic.648022f4509530b8,1.0,CURRENT_1_0,M05,Профиль клиента,PRODUCT_SEMANTIC,STATE,"§11 Состояние поля, подтверждение и конфликты",Конфликт: КИ обновилась после подтверждения анкеты; Правильное поведение: client_profile_snapshot становится superseded/needs_rebuild; новая версия собирает новый credit_history_snapshot,Конфликт: КИ обновилась после подтверждения анкеты; Правильное поведение: client_profile_snapshot становится superseded/needs_rebuild; новая версия собирает новый credit_history_snapshot,,,,,04_CASA_Pro_Client_Profile_Final_Spec_KZ_2026-08-21,2026-08-21,"§11 Состояние поля, подтверждение и конфликты",SRC-DOC-M05-P-00159,,,,DATA,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M05-CAN-0021,m05.current_1_0.product_semantic.eb0bb2202c87983f,1.0,CURRENT_1_0,M05,Профиль клиента,PRODUCT_SEMANTIC,STATE,"§11 Состояние поля, подтверждение и конфликты",field_status: UNKNOWN; Смысл: значение неизвестно; не заменяется нулём/нет,field_status: UNKNOWN; Смысл: значение неизвестно; не заменяется нулём/нет,,,,UNKNOWN,04_CASA_Pro_Client_Profile_Final_Spec_KZ_2026-08-21|M05_CASA_Pro_Client_Profile_Implementation_and_Acceptance_v1.1,2026-08-21|1.1,"§11 Состояние поля, подтверждение и конфликты|§17 Field statuses / UNKNOWN",SRC-DOC-M05-P-00146|SRC-DOC-M05-I-00208,,,,DATA|BACKEND,,,,,Canonicalized from 2 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M05-CAN-0022,m05.current_1_0.product_semantic.d71a75748a6156ec,1.0,CURRENT_1_0,M05,Профиль клиента,PRODUCT_SEMANTIC,STATE,"§11 Состояние поля, подтверждение и конфликты","field_status: DECLARED; Смысл: заявлено клиентом/риелтором, без evidence","field_status: DECLARED; Смысл: заявлено клиентом/риелтором, без evidence",,,,DECLARED,04_CASA_Pro_Client_Profile_Final_Spec_KZ_2026-08-21|M05_CASA_Pro_Client_Profile_Implementation_and_Acceptance_v1.1,2026-08-21|1.1,"§11 Состояние поля, подтверждение и конфликты|§17 Field statuses / UNKNOWN",SRC-DOC-M05-P-00147|SRC-DOC-M05-I-00203,,,,DATA|BACKEND,,,,,Canonicalized from 2 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M05-CAN-0023,m05.current_1_0.product_semantic.c07a6c1d13edbc43,1.0,CURRENT_1_0,M05,Профиль клиента,PRODUCT_SEMANTIC,STATE,"§11 Состояние поля, подтверждение и конфликты",field_status: SOURCE_FACT; Смысл: пришло из published upstream snapshot,field_status: SOURCE_FACT; Смысл: пришло из published upstream snapshot,,,,,04_CASA_Pro_Client_Profile_Final_Spec_KZ_2026-08-21|M05_CASA_Pro_Client_Profile_Implementation_and_Acceptance_v1.1,2026-08-21|1.1,"§11 Состояние поля, подтверждение и конфликты|§17 Field statuses / UNKNOWN",SRC-DOC-M05-P-00148|SRC-DOC-M05-I-00202,,,,DATA|BACKEND,,,,,Canonicalized from 2 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M05-CAN-0024,m05.current_1_0.product_semantic.088797589534a5c9,1.0,CURRENT_1_0,M05,Профиль клиента,PRODUCT_SEMANTIC,STATE,"§11 Состояние поля, подтверждение и конфликты",field_status: EVIDENCE_REQUESTED; Смысл: нужно подтверждение,field_status: EVIDENCE_REQUESTED; Смысл: нужно подтверждение,,,,,04_CASA_Pro_Client_Profile_Final_Spec_KZ_2026-08-21|M05_CASA_Pro_Client_Profile_Implementation_and_Acceptance_v1.1,2026-08-21|1.1,"§11 Состояние поля, подтверждение и конфликты|§17 Field statuses / UNKNOWN",SRC-DOC-M05-P-00149|SRC-DOC-M05-I-00204,,,,DATA|BACKEND,,,,,Canonicalized from 2 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M05-CAN-0025,m05.current_1_0.product_semantic.a6d6cca14e323c62,1.0,CURRENT_1_0,M05,Профиль клиента,PRODUCT_SEMANTIC,STATE,"§11 Состояние поля, подтверждение и конфликты",field_status: VERIFIED; Смысл: подтверждено allowed evidence/reviewer,field_status: VERIFIED; Смысл: подтверждено allowed evidence/reviewer,,,,VERIFIED,04_CASA_Pro_Client_Profile_Final_Spec_KZ_2026-08-21|M05_CASA_Pro_Client_Profile_Implementation_and_Acceptance_v1.1,2026-08-21|1.1,"§11 Состояние поля, подтверждение и конфликты|§17 Field statuses / UNKNOWN",SRC-DOC-M05-P-00150|SRC-DOC-M05-I-00205,,,,DATA|BACKEND,,,,,Canonicalized from 2 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M05-CAN-0026,m05.current_1_0.product_semantic.0c41b9404886a377,1.0,CURRENT_1_0,M05,Профиль клиента,PRODUCT_SEMANTIC,STATE,"§11 Состояние поля, подтверждение и конфликты",field_status: CONFLICT; Смысл: два значимых источника расходятся,field_status: CONFLICT; Смысл: два значимых источника расходятся,,,,CONFLICT,04_CASA_Pro_Client_Profile_Final_Spec_KZ_2026-08-21|M05_CASA_Pro_Client_Profile_Implementation_and_Acceptance_v1.1,2026-08-21|1.1,"§11 Состояние поля, подтверждение и конфликты|§17 Field statuses / UNKNOWN",SRC-DOC-M05-P-00151|SRC-DOC-M05-I-00206,,,,DATA|BACKEND,,,,,Canonicalized from 2 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M05-CAN-0027,m05.current_1_0.product_semantic.965fc88d1fec4de3,1.0,CURRENT_1_0,M05,Профиль клиента,PRODUCT_SEMANTIC,STATE,"§11 Состояние поля, подтверждение и конфликты",field_status: STALE; Смысл: evidence/source устарел по process policy,field_status: STALE; Смысл: evidence/source устарел по process policy,,,,STALE,04_CASA_Pro_Client_Profile_Final_Spec_KZ_2026-08-21|M05_CASA_Pro_Client_Profile_Implementation_and_Acceptance_v1.1,2026-08-21|1.1,"§11 Состояние поля, подтверждение и конфликты|§17 Field statuses / UNKNOWN",SRC-DOC-M05-P-00152|SRC-DOC-M05-I-00207,,,,DATA|BACKEND,,,,,Canonicalized from 2 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M05-CAN-0028,m05.current_1_0.product_semantic.ddacee2c75db0999,1.0,CURRENT_1_0,M05,Профиль клиента,PRODUCT_SEMANTIC,STATE,"§11 Состояние поля, подтверждение и конфликты",field_status: NOT_APPLICABLE; Смысл: поле не применимо,field_status: NOT_APPLICABLE; Смысл: поле не применимо,,,,NOT_APPLICABLE,04_CASA_Pro_Client_Profile_Final_Spec_KZ_2026-08-21|M05_CASA_Pro_Client_Profile_Implementation_and_Acceptance_v1.1,2026-08-21|1.1,"§11 Состояние поля, подтверждение и конфликты|§17 Field statuses / UNKNOWN",SRC-DOC-M05-P-00153|SRC-DOC-M05-I-00209,,,,DATA|BACKEND,,,,,Canonicalized from 2 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M05-CAN-0029,m05.current_1_0.product_semantic.e7511db860f54c88,1.0,CURRENT_1_0,M05,Профиль клиента,PRODUCT_SEMANTIC,STATE,"§11 Состояние поля, подтверждение и конфликты",field_status: CORRECTED; Смысл: создана новая reviewed revision; raw/source не уничтожен,field_status: CORRECTED; Смысл: создана новая reviewed revision; raw/source не уничтожен,,,,,04_CASA_Pro_Client_Profile_Final_Spec_KZ_2026-08-21|M05_CASA_Pro_Client_Profile_Implementation_and_Acceptance_v1.1,2026-08-21|1.1,"§11 Состояние поля, подтверждение и конфликты|§17 Field statuses / UNKNOWN",SRC-DOC-M05-P-00154|SRC-DOC-M05-I-00210,,,,DATA|BACKEND,,,,,Canonicalized from 2 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M05-CAN-0030,m05.current_1_0.product_semantic.73d7df3ea02783a2,1.0,CURRENT_1_0,M05,Профиль клиента,PRODUCT_SEMANTIC,BUSINESS_RULE,§12 Динамическая анкета: правила показа вопросов,Если участник не состоит в браке — не создавать spouse participant и не спрашивать его доход.,Если участник не состоит в браке — не создавать spouse participant и не спрашивать его доход.,,,,,04_CASA_Pro_Client_Profile_Final_Spec_KZ_2026-08-21,2026-08-21,§12 Динамическая анкета: правила показа вопросов,SRC-DOC-M05-P-00161,,,,MULTI_LAYER,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M05-CAN-0031,m05.current_1_0.security_control.98a444bcfbbe326a,1.0,CURRENT_1_0,M05,Профиль клиента,SECURITY_CONTROL,CONSENT,§12 Динамическая анкета: правила показа вопросов,Если клиент выбирает созаёмщика — открыть отдельный participant + consent + employment/income блок для него.,Если клиент выбирает созаёмщика — открыть отдельный participant + consent + employment/income блок для него.,,,,,04_CASA_Pro_Client_Profile_Final_Spec_KZ_2026-08-21,2026-08-21,§12 Динамическая анкета: правила показа вопросов,SRC-DOC-M05-P-00162,,,,LEGAL,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M05-CAN-0032,m05.current_1_0.data_contract.8f120d315644fa6d,1.0,CURRENT_1_0,M05,Профиль клиента,DATA_CONTRACT,PROVENANCE,§12 Динамическая анкета: правила показа вопросов,Если выбран IP_BUSINESS — показать бизнес/налоговый evidence checklist; не спрашивать поля трудового договора.,Если выбран IP_BUSINESS — показать бизнес/налоговый evidence checklist; не спрашивать поля трудового договора.,,,,,04_CASA_Pro_Client_Profile_Final_Spec_KZ_2026-08-21,2026-08-21,§12 Динамическая анкета: правила показа вопросов,SRC-DOC-M05-P-00164,,,,DATA,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M05-CAN-0033,m05.current_1_0.data_contract.9ec0bd89d55070c5,1.0,CURRENT_1_0,M05,Профиль клиента,DATA_CONTRACT,PROVENANCE,§12 Динамическая анкета: правила показа вопросов,Если down_payment_source=ADDITIONAL_COLLATERAL — запросить owner + asset + evidence; не прибавлять стоимость к денежному взносу.,Если down_payment_source=ADDITIONAL_COLLATERAL — запросить owner + asset + evidence; не прибавлять стоимость к денежному взносу.,,,,,04_CASA_Pro_Client_Profile_Final_Spec_KZ_2026-08-21,2026-08-21,§12 Динамическая анкета: правила показа вопросов,SRC-DOC-M05-P-00166,,,,DATA,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M05-CAN-0034,m05.current_1_0.data_contract.2c325432e0e0dbd0,1.0,CURRENT_1_0,M05,Профиль клиента,DATA_CONTRACT,SNAPSHOT,§12 Динамическая анкета: правила показа вопросов,Если Pension snapshot уже содержит 6 месяцев взносов — не спрашивать суммы этих взносов; можно спросить связь отправителя с текущей занятостью.,Если Pension snapshot уже содержит 6 месяцев взносов — не спрашивать суммы этих взносов; можно спросить связь отправителя с текущей занятостью.,,,,,04_CASA_Pro_Client_Profile_Final_Spec_KZ_2026-08-21,2026-08-21,§12 Динамическая анкета: правила показа вопросов,SRC-DOC-M05-P-00167,,,,DATA,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
