requirement_id,canonical_key,release,applicability,module_id,module_name,requirement_level,category,subsystem,requirement,expected_behavior,forbidden_behavior,input,output,state_or_status,source_documents,source_versions,source_sections,source_extract_ids,acceptance_test_ids,priority,criticality,implementation_layer,dependency,release_gate,open_gate_ids,developer_task_ids,notes
M03-CAN-0011,m03.current_1_0.data_contract.2a77018c0e83139e,1.0,CURRENT_1_0,M03,Кредитная история,DATA_CONTRACT,DATA_MODEL,C. Суммы и платежи,Поле: minimum_payment_reported; Семантика: Минимальный платёж карты; не CASA estimate,Поле: minimum_payment_reported; Семантика: Минимальный платёж карты; не CASA estimate,,,,,CASA_Pro_Credit_History_Engine_Final_Spec_KZ_2026-08-21|M03_CASA_Pro_Credit_History_Implementation_and_Acceptance_v1.1,2026-08-21|1.1,C. Суммы и платежи|§10 Кредитные карты,SRC-DOC-M03-P-00254|SRC-DOC-M03-I-00181,,,,DATA|FRONTEND,,,,,Canonicalized from 2 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M03-CAN-0012,m03.current_1_0.data_contract.912f37e111839eae,1.0,CURRENT_1_0,M03,Кредитная история,DATA_CONTRACT,DATA_MODEL,D. Просрочки и платёжная дисциплина,"Поле: monthly_delinquency_observations[]; Семантика: year/month, dpd, overdue_amount, penalty, presence, page/evidence","Поле: monthly_delinquency_observations[]; Семантика: year/month, dpd, overdue_amount, penalty, presence, page/evidence",,,,,CASA_Pro_Credit_History_Engine_Final_Spec_KZ_2026-08-21,2026-08-21,D. Просрочки и платёжная дисциплина,SRC-DOC-M03-P-00265,,,,DATA,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M03-CAN-0013,m03.current_1_0.data_contract.c87b9932c3ae0c68,1.0,CURRENT_1_0,M03,Кредитная история,DATA_CONTRACT,DATA_MODEL,D. Просрочки и платёжная дисциплина,"Поле: bureau_summary_delinquency_class; Семантика: Категория из summary, например 30+ дней; не CASA threshold","Поле: bureau_summary_delinquency_class; Семантика: Категория из summary, например 30+ дней; не CASA threshold",,,,,CASA_Pro_Credit_History_Engine_Final_Spec_KZ_2026-08-21,2026-08-21,D. Просрочки и платёжная дисциплина,SRC-DOC-M03-P-00266,,,,DATA,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M03-CAN-0014,m03.current_1_0.product_semantic.60a4954029bab550,1.0,CURRENT_1_0,M03,Кредитная история,PRODUCT_SEMANTIC,STATE,E. Обеспечение и связанные лица,"collateral[]: type raw/normalized, value, valuation type, location masked, source page.
related_subjects[]: role raw/normalized, masked name/identifier, joint obligation flag, source page.
guarantees[]: guarantee/surety kind, beneficiary/creditor, amount if printed, start/end/status.
Все связанные лица и залоги — персональные/чувствительные данные; UI маскирует их. Факт поручительства не превращается в нулевой долг; он передаётся как отдельный fact.","collateral[]: type raw/normalized, value, valuation type, location masked, source page.
related_subjects[]: role raw/normalized, masked name/identifier, joint obligation flag, source page.
guarantees[]: guarantee/surety kind, beneficiary/creditor, amount if printed, start/end/status.
Все связанные лица и залоги — персональные/чувствительные данные; UI маскирует их. Факт поручительства не превращается в нулевой долг; он передаётся как отдельный fact.",,,,,CASA_Pro_Credit_History_Engine_Final_Spec_KZ_2026-08-21,2026-08-21,E. Обеспечение и связанные лица,SRC-DOC-M03-P-00268,,,,FRONTEND,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M03-CAN-0015,m03.current_1_0.product_semantic.beea9515c3914810,1.0,CURRENT_1_0,M03,Кредитная история,PRODUCT_SEMANTIC,BUSINESS_RULE,§1.1 Что CASA реально делает,CASA Pro в версии 1 должна:,CASA Pro в версии 1 должна:,,,,,CASA_Pro_Credit_History_Engine_Final_Spec_KZ_2026-08-21,2026-08-21,§1.1 Что CASA реально делает,SRC-DOC-M03-P-00031,,,,MULTI_LAYER,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M03-CAN-0016,m03.current_1_0.security_control.fa18732a6739394d,1.0,CURRENT_1_0,M03,Кредитная история,SECURITY_CONTROL,SECURITY,§1.1 Что CASA реально делает,"зафиксировать хэш и технические свойства PDF, проверить MIME, размер, шифрование, malware и полноту страниц;","зафиксировать хэш и технические свойства PDF, проверить MIME, размер, шифрование, malware и полноту страниц;",,,,,CASA_Pro_Credit_History_Engine_Final_Spec_KZ_2026-08-21,2026-08-21,§1.1 Что CASA реально делает,SRC-DOC-M03-P-00033,,,,PARSER,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M03-CAN-0017,m03.current_1_0.product_semantic.8afaf9f42fc9cfb0,1.0,CURRENT_1_0,M03,Кредитная история,PRODUCT_SEMANTIC,PARSER,§1.1 Что CASA реально делает,"извлечь текстовый слой, а OCR использовать как fallback для страниц/зон без надёжного текста;","извлечь текстовый слой, а OCR использовать как fallback для страниц/зон без надёжного текста;",,,,,CASA_Pro_Credit_History_Engine_Final_Spec_KZ_2026-08-21,2026-08-21,§1.1 Что CASA реально делает,SRC-DOC-M03-P-00035,,,,PARSER,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M03-CAN-0018,m03.current_1_0.product_semantic.56cc87e55986cb89,1.0,CURRENT_1_0,M03,Кредитная история,PRODUCT_SEMANTIC,BUSINESS_RULE,§1.1 Что CASA реально делает,сохранить каждую напечатанную запись как отдельный source record;,сохранить каждую напечатанную запись как отдельный source record;,,,,,CASA_Pro_Credit_History_Engine_Final_Spec_KZ_2026-08-21,2026-08-21,§1.1 Что CASA реально делает,SRC-DOC-M03-P-00036,,,,MULTI_LAYER,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M03-CAN-0019,m03.current_1_0.product_semantic.096ad1ae66011c25,1.0,CURRENT_1_0,M03,Кредитная история,PRODUCT_SEMANTIC,BUSINESS_RULE,§1.1 Что CASA реально делает,построить канонические обязательства и цепочки уступок без потери исходных строк;,построить канонические обязательства и цепочки уступок без потери исходных строк;,,,,,CASA_Pro_Credit_History_Engine_Final_Spec_KZ_2026-08-21,2026-08-21,§1.1 Что CASA реально делает,SRC-DOC-M03-P-00037,,,,MULTI_LAYER,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M03-CAN-0020,m03.current_1_0.data_contract.d7785785e7fc7c23,1.0,CURRENT_1_0,M03,Кредитная история,DATA_CONTRACT,SNAPSHOT,§1.1 Что CASA реально делает,после ручного подтверждения создать неизменяемый версионный snapshot для следующих модулей.,после ручного подтверждения создать неизменяемый версионный snapshot для следующих модулей.,,,,,CASA_Pro_Credit_History_Engine_Final_Spec_KZ_2026-08-21,2026-08-21,§1.1 Что CASA реально делает,SRC-DOC-M03-P-00041,,,,DATA,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M03-CAN-0021,m03.current_1_0.product_semantic.79001d95a47a187e,1.0,CURRENT_1_0,M03,Кредитная история,PRODUCT_SEMANTIC,BUSINESS_RULE,§1.2 Чего блок не делает,не запрашивает кредитную историю в бюро от имени CASA;,не запрашивает кредитную историю в бюро от имени CASA;,,,,,CASA_Pro_Credit_History_Engine_Final_Spec_KZ_2026-08-21,2026-08-21,§1.2 Чего блок не делает,SRC-DOC-M03-P-00043,,,,MULTI_LAYER,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M03-CAN-0022,m03.current_1_0.boundary.d2e8c7367555fdfc,1.0,CURRENT_1_0,M03,Кредитная история,BOUNDARY,FUTURE_BOUNDARY,§1.2 Чего блок не делает,"не входит в личный кабинет клиента, не хранит логин, пароль, OTP или ЭЦП;","не входит в личный кабинет клиента, не хранит логин, пароль, OTP или ЭЦП;",,,,,CASA_Pro_Credit_History_Engine_Final_Spec_KZ_2026-08-21,2026-08-21,§1.2 Чего блок не делает,SRC-DOC-M03-P-00044,,,,MULTI_LAYER,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M03-CAN-0023,m03.current_1_0.product_semantic.8b26e59b79b5cbcf,1.0,CURRENT_1_0,M03,Кредитная история,PRODUCT_SEMANTIC,VALIDATION,§1.2 Чего блок не делает,не проверяет ИИН-реестры и не заменяет блок №1;,не проверяет ИИН-реестры и не заменяет блок №1;,,,,,CASA_Pro_Credit_History_Engine_Final_Spec_KZ_2026-08-21,2026-08-21,§1.2 Чего блок не делает,SRC-DOC-M03-P-00045,,,,MULTI_LAYER,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M03-CAN-0024,m03.current_1_0.data_contract.a18063df5c746012,1.0,CURRENT_1_0,M03,Кредитная история,DATA_CONTRACT,PROVENANCE,§1.3 Три несмешиваемых уровня,"Уровень: 1. SOURCE_FACT; Владелец: Кредитное бюро/поставщик через ПКО; Пример: «Максимальная просрочка 60 дней»; Что хранится: raw, normalized, page, bbox, source timestamp, evidence hash","Уровень: 1. SOURCE_FACT; Владелец: Кредитное бюро/поставщик через ПКО; Пример: «Максимальная просрочка 60 дней»; Что хранится: raw, normalized, page, bbox, source timestamp, evidence hash",,,,,CASA_Pro_Credit_History_Engine_Final_Spec_KZ_2026-08-21,2026-08-21,§1.3 Три несмешиваемых уровня,SRC-DOC-M03-P-00052,,,,DATA,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M03-CAN-0025,m03.current_1_0.product_semantic.8efdd7e057c2c45e,1.0,CURRENT_1_0,M03,Кредитная история,PRODUCT_SEMANTIC,FORMULA,§1.3 Три несмешиваемых уровня,Уровень: 2. CASA_DERIVED; Владелец: Credit History Engine; Пример: «Число канонических обязательств с исторической DPD > 0 = 7»; Что хранится: formula/version/input IDs/reconciliation/quality,Уровень: 2. CASA_DERIVED; Владелец: Credit History Engine; Пример: «Число канонических обязательств с исторической DPD > 0 = 7»; Что хранится: formula/version/input IDs/reconciliation/quality,,,,,CASA_Pro_Credit_History_Engine_Final_Spec_KZ_2026-08-21,2026-08-21,§1.3 Три несмешиваемых уровня,SRC-DOC-M03-P-00053,,,,MULTI_LAYER,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M03-CAN-0026,m03.current_1_0.product_semantic.46d496745c578ff9,1.0,CURRENT_1_0,M03,Кредитная история,PRODUCT_SEMANTIC,BUSINESS_RULE,§1.3 Три несмешиваемых уровня,Уровень: 3. BANK_RULE; Владелец: Будущий Bank Rules Engine; Пример: «Как конкретный банк учитывает 60 DPD»; Что хранится: не рассчитывается в этом блоке,Уровень: 3. BANK_RULE; Владелец: Будущий Bank Rules Engine; Пример: «Как конкретный банк учитывает 60 DPD»; Что хранится: не рассчитывается в этом блоке,,,,,CASA_Pro_Credit_History_Engine_Final_Spec_KZ_2026-08-21,2026-08-21,§1.3 Три несмешиваемых уровня,SRC-DOC-M03-P-00054,,,,MULTI_LAYER,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M03-CAN-0027,m03.current_1_0.product_semantic.bf2555d94fccf82d,1.0,CURRENT_1_0,M03,Кредитная история,PRODUCT_SEMANTIC,CALCULATION,§1.3 Три несмешиваемых уровня,"Инвариант: уровень 2 никогда не перезаписывает уровень 1. Уровень 3 получает отдельный snapshot, но не меняет факты и расчёты Credit History Engine.","Инвариант: уровень 2 никогда не перезаписывает уровень 1. Уровень 3 получает отдельный snapshot, но не меняет факты и расчёты Credit History Engine.",,,,,CASA_Pro_Credit_History_Engine_Final_Spec_KZ_2026-08-21,2026-08-21,§1.3 Три несмешиваемых уровня,SRC-DOC-M03-P-00055,,,,DATA,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M03-CAN-0028,m03.current_1_0.boundary.1e661295f1433849,1.0,CURRENT_1_0,M03,Кредитная история,BOUNDARY,FORBIDDEN,§10.1 Разные факты,Факт: current_dpd; Определение: DPD на delinquency_as_of в current node; Нельзя: Заменять lifetime max,,Факт: current_dpd; Определение: DPD на delinquency_as_of в current node; Нельзя: Заменять lifetime max,,,,CASA_Pro_Credit_History_Engine_Final_Spec_KZ_2026-08-21,2026-08-21,§10.1 Разные факты,SRC-DOC-M03-P-00352,,,,MULTI_LAYER,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M03-CAN-0029,m03.current_1_0.boundary.84fbd0ce91e3359e,1.0,CURRENT_1_0,M03,Кредитная история,BOUNDARY,FORBIDDEN,§10.1 Разные факты,Факт: current_overdue_amount; Определение: Current overdue principal+interest+явно показанная неустойка по версионной формуле; Нельзя: Прибавлять historical max overdue,,Факт: current_overdue_amount; Определение: Current overdue principal+interest+явно показанная неустойка по версионной формуле; Нельзя: Прибавлять historical max overdue,,,,CASA_Pro_Credit_History_Engine_Final_Spec_KZ_2026-08-21,2026-08-21,§10.1 Разные факты,SRC-DOC-M03-P-00353,,,,MULTI_LAYER,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M03-CAN-0030,m03.current_1_0.boundary.e146918d4eb92489,1.0,CURRENT_1_0,M03,Кредитная история,BOUNDARY,FORBIDDEN,§10.1 Разные факты,Факт: max_dpd_lifetime; Определение: Max validated lifetime facts в lineage; Нельзя: Считать текущим,,Факт: max_dpd_lifetime; Определение: Max validated lifetime facts в lineage; Нельзя: Считать текущим,,,,CASA_Pro_Credit_History_Engine_Final_Spec_KZ_2026-08-21,2026-08-21,§10.1 Разные факты,SRC-DOC-M03-P-00354,,,,MULTI_LAYER,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M03-CAN-0031,m03.current_1_0.boundary.7517e79a3e5b9c75,1.0,CURRENT_1_0,M03,Кредитная история,BOUNDARY,FORBIDDEN,§10.1 Разные факты,Факт: monthly_observation; Определение: DPD/сумма за календарный месяц; Нельзя: Придумывать exact start/end day,,Факт: monthly_observation; Определение: DPD/сумма за календарный месяц; Нельзя: Придумывать exact start/end day,,,,CASA_Pro_Credit_History_Engine_Final_Spec_KZ_2026-08-21,2026-08-21,§10.1 Разные факты,SRC-DOC-M03-P-00355,,,,MULTI_LAYER,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M03-CAN-0032,m03.current_1_0.boundary.343a46f8a113870a,1.0,CURRENT_1_0,M03,Кредитная история,BOUNDARY,FORBIDDEN,§10.1 Разные факты,Факт: bureau_summary_30_plus; Определение: Класс из summary ПКО по его сноске; Нельзя: Превращать в универсальную оценку,,Факт: bureau_summary_30_plus; Определение: Класс из summary ПКО по его сноске; Нельзя: Превращать в универсальную оценку,,,,CASA_Pro_Credit_History_Engine_Final_Spec_KZ_2026-08-21,2026-08-21,§10.1 Разные факты,SRC-DOC-M03-P-00356,,,,MULTI_LAYER,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M03-CAN-0033,m03.current_1_0.product_semantic.82d6212089ed673a,1.0,CURRENT_1_0,M03,Кредитная история,PRODUCT_SEMANTIC,BUSINESS_RULE,§10.2 Эпизоды и счётчики,CASA может построить delinquency_episode_estimate только из последовательных месячных observations:,CASA может построить delinquency_episode_estimate только из последовательных месячных observations:,,,,,CASA_Pro_Credit_History_Engine_Final_Spec_KZ_2026-08-21,2026-08-21,§10.2 Эпизоды и счётчики,SRC-DOC-M03-P-00358,,,,MULTI_LAYER,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M03-CAN-0034,m03.current_1_0.product_semantic.9db2baf666c3cbd7,1.0,CURRENT_1_0,M03,Кредитная история,PRODUCT_SEMANTIC,BUSINESS_RULE,§10.2 Эпизоды и счётчики,пустой/нечитаемый месяц не разрывает и не склеивает эпизод: результат UNKNOWN;,пустой/нечитаемый месяц не разрывает и не склеивает эпизод: результат UNKNOWN;,,,,UNKNOWN,CASA_Pro_Credit_History_Engine_Final_Spec_KZ_2026-08-21,2026-08-21,§10.2 Эпизоды и счётчики,SRC-DOC-M03-P-00361,,,,MULTI_LAYER,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M03-CAN-0035,m03.current_1_0.boundary.56b4de774febf786,1.0,CURRENT_1_0,M03,Кредитная история,BOUNDARY,FORBIDDEN,§10.2 Эпизоды и счётчики,Термин «количество исторических просрочек» без единицы измерения запрещён. Engine возвращает отдельно:,,Термин «количество исторических просрочек» без единицы измерения запрещён. Engine возвращает отдельно:,,,,CASA_Pro_Credit_History_Engine_Final_Spec_KZ_2026-08-21,2026-08-21,§10.2 Эпизоды и счётчики,SRC-DOC-M03-P-00364,,,,MULTI_LAYER,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M03-CAN-0036,m03.current_1_0.product_semantic.d38aba564b09da7d,1.0,CURRENT_1_0,M03,Кредитная история,PRODUCT_SEMANTIC,BUSINESS_RULE,§10.2 Эпизоды и счётчики,estimated_delinquency_episode_count или UNKNOWN.,estimated_delinquency_episode_count или UNKNOWN.,,,,UNKNOWN,CASA_Pro_Credit_History_Engine_Final_Spec_KZ_2026-08-21,2026-08-21,§10.2 Эпизоды и счётчики,SRC-DOC-M03-P-00368,,,,MULTI_LAYER,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M03-CAN-0037,m03.current_1_0.product_semantic.c00311eb70eace21,1.0,CURRENT_1_0,M03,Кредитная история,PRODUCT_SEMANTIC,BUSINESS_RULE,§10.3 Текущая и историческая просрочка,"active record с current DPD 0, но lifetime 60 входит только в historical;","active record с current DPD 0, но lifetime 60 входит только в historical;",,,,,CASA_Pro_Credit_History_Engine_Final_Spec_KZ_2026-08-21,2026-08-21,§10.3 Текущая и историческая просрочка,SRC-DOC-M03-P-00370,,,,MULTI_LAYER,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M03-CAN-0038,m03.current_1_0.boundary.05674f57e0ba5ceb,1.0,CURRENT_1_0,M03,Кредитная история,BOUNDARY,FUTURE_BOUNDARY,§10.3 Текущая и историческая просрочка,closed record с current DPD 0 и lifetime 1 919 не входит в current debt/delinquency;,closed record с current DPD 0 и lifetime 1 919 не входит в current debt/delinquency;,,,,,CASA_Pro_Credit_History_Engine_Final_Spec_KZ_2026-08-21,2026-08-21,§10.3 Текущая и историческая просрочка,SRC-DOC-M03-P-00371,,,,MULTI_LAYER,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M03-CAN-0039,m03.current_1_0.product_semantic.1477249463c3500c,1.0,CURRENT_1_0,M03,Кредитная история,PRODUCT_SEMANTIC,BUSINESS_RULE,§10.3 Текущая и историческая просрочка,"old assigned-out record с DPD 337 сохраняет historical fact, но не суммируется с collector balance;","old assigned-out record с DPD 337 сохраняет historical fact, но не суммируется с collector balance;",,,,,CASA_Pro_Credit_History_Engine_Final_Spec_KZ_2026-08-21,2026-08-21,§10.3 Текущая и историческая просрочка,SRC-DOC-M03-P-00372,,,,MULTI_LAYER,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M03-CAN-0040,m03.current_1_0.data_contract.972e61e33f24be71,1.0,CURRENT_1_0,M03,Кредитная история,DATA_CONTRACT,PROVENANCE,§10.3 Текущая и историческая просрочка,current/historical profiles ссылаются на evidence IDs.,current/historical profiles ссылаются на evidence IDs.,,,,,CASA_Pro_Credit_History_Engine_Final_Spec_KZ_2026-08-21,2026-08-21,§10.3 Текущая и историческая просрочка,SRC-DOC-M03-P-00374,,,,DATA,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M03-CAN-0041,m03.current_1_0.data_contract.57ef8b862f3da730,1.0,CURRENT_1_0,M03,Кредитная история,DATA_CONTRACT,SNAPSHOT,§11.1 Общие правила,вход — reviewed source facts и dedup graph конкретного snapshot;,вход — reviewed source facts и dedup graph конкретного snapshot;,,,,,CASA_Pro_Credit_History_Engine_Final_Spec_KZ_2026-08-21,2026-08-21,§11.1 Общие правила,SRC-DOC-M03-P-00378,,,,DATA,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
