requirement_id,canonical_key,release,applicability,module_id,module_name,requirement_level,category,subsystem,requirement,expected_behavior,forbidden_behavior,input,output,state_or_status,source_documents,source_versions,source_sections,source_extract_ids,acceptance_test_ids,priority,criticality,implementation_layer,dependency,release_gate,open_gate_ids,developer_task_ids,notes
M04-CAN-0011,m04.current_1_0.product_semantic.394ae0bd9ed43427,1.0,CURRENT_1_0,M04,Пенсионные отчисления,PRODUCT_SEMANTIC,STATE,§1.3 Несмешиваемые уровни,Уровень: SOURCE_FACT; Владелец: PDF/issuer; Пример: КНП 010; сумма 10 000 ₸; период 01.2026; sender X; Хранение: raw + normalized + page/bbox + evidence + source status,Уровень: SOURCE_FACT; Владелец: PDF/issuer; Пример: КНП 010; сумма 10 000 ₸; период 01.2026; sender X; Хранение: raw + normalized + page/bbox + evidence + source status,,,,,03_CASA_Pro_Pension_Contribution_Engine_Final_Spec_KZ_2026-08-21|M04_CASA_Pro_Pension_Implementation_and_Acceptance_v1.0,2026-08-21|1.0,§1.3 Несмешиваемые уровни|§9 Суммы и типы взносов,SRC-DOC-M04-P-00051|SRC-DOC-M04-I-00130,,,,PARSER|MULTI_LAYER,,,,,Canonicalized from 2 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M04-CAN-0012,m04.current_1_0.product_semantic.d0ac56754ce0adac,1.0,CURRENT_1_0,M04,Пенсионные отчисления,PRODUCT_SEMANTIC,BUSINESS_RULE,§10.1 Eligibility gate,Gate: E-01; Required condition: recognized contribution type; not penalty/return/rejected,Gate: E-01; Required condition: recognized contribution type; not penalty/return/rejected,,,,,03_CASA_Pro_Pension_Contribution_Engine_Final_Spec_KZ_2026-08-21,2026-08-21,§10.1 Eligibility gate,SRC-DOC-M04-P-00376,,,,MULTI_LAYER,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M04-CAN-0013,m04.current_1_0.product_semantic.1bbee1926a1def3c,1.0,CURRENT_1_0,M04,Пенсионные отчисления,PRODUCT_SEMANTIC,BUSINESS_RULE,§10.1 Eligibility gate,Gate: E-02; Required condition: amount PRESENT and > 0; period PRESENT,Gate: E-02; Required condition: amount PRESENT and > 0; period PRESENT,,,,,03_CASA_Pro_Pension_Contribution_Engine_Final_Spec_KZ_2026-08-21,2026-08-21,§10.1 Eligibility gate,SRC-DOC-M04-P-00377,,,,MULTI_LAYER,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M04-CAN-0014,m04.current_1_0.data_contract.cbbdce5bedb75c09,1.0,CURRENT_1_0,M04,Пенсионные отчисления,DATA_CONTRACT,PROVENANCE,§10.1 Eligibility gate,Gate: E-03; Required condition: payer_category confirmed by allowed evidence,Gate: E-03; Required condition: payer_category confirmed by allowed evidence,,,,CONFIRMED,03_CASA_Pro_Pension_Contribution_Engine_Final_Spec_KZ_2026-08-21,2026-08-21,§10.1 Eligibility gate,SRC-DOC-M04-P-00378,,,,DATA,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M04-CAN-0015,m04.current_1_0.product_semantic.39ce5854ee3f18bd,1.0,CURRENT_1_0,M04,Пенсионные отчисления,PRODUCT_SEMANTIC,BUSINESS_RULE,§10.1 Eligibility gate,Gate: E-04; Required condition: payment_regime confirmed: GENERAL / SELF_EMPLOYED_SNR / PLATFORM / UNIFIED_PAYMENT / other,Gate: E-04; Required condition: payment_regime confirmed: GENERAL / SELF_EMPLOYED_SNR / PLATFORM / UNIFIED_PAYMENT / other,,,,CONFIRMED,03_CASA_Pro_Pension_Contribution_Engine_Final_Spec_KZ_2026-08-21,2026-08-21,§10.1 Eligibility gate,SRC-DOC-M04-P-00379,,,,MULTI_LAYER,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M04-CAN-0016,m04.current_1_0.product_semantic.292df23857fe3823,1.0,CURRENT_1_0,M04,Пенсионные отчисления,PRODUCT_SEMANTIC,BUSINESS_RULE,§10.1 Eligibility gate,Gate: E-05; Required condition: effective rate registry matches contribution_period and category,Gate: E-05; Required condition: effective rate registry matches contribution_period and category,,,,,03_CASA_Pro_Pension_Contribution_Engine_Final_Spec_KZ_2026-08-21,2026-08-21,§10.1 Eligibility gate,SRC-DOC-M04-P-00380,,,,MULTI_LAYER,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M04-CAN-0017,m04.current_1_0.product_semantic.6814d5fc3f39e9d2,1.0,CURRENT_1_0,M04,Пенсионные отчисления,PRODUCT_SEMANTIC,BUSINESS_RULE,§10.1 Eligibility gate,Gate: E-06; Required condition: cap/floor and aggregation semantics known; correction links resolved,Gate: E-06; Required condition: cap/floor and aggregation semantics known; correction links resolved,,,,,03_CASA_Pro_Pension_Contribution_Engine_Final_Spec_KZ_2026-08-21,2026-08-21,§10.1 Eligibility gate,SRC-DOC-M04-P-00381,,,,MULTI_LAYER,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M04-CAN-0018,m04.current_1_0.product_semantic.4879e5fe1fe54f95,1.0,CURRENT_1_0,M04,Пенсионные отчисления,PRODUCT_SEMANTIC,FORMULA,§10.1 Eligibility gate,Gate: E-07; Required condition: all input fields ACCEPTED; estimate formula version published,Gate: E-07; Required condition: all input fields ACCEPTED; estimate formula version published,,,,,03_CASA_Pro_Pension_Contribution_Engine_Final_Spec_KZ_2026-08-21|M04_CASA_Pro_Pension_Implementation_and_Acceptance_v1.0,2026-08-21|1.0,§10.1 Eligibility gate|§12 Расчётная база и контекст ставки,SRC-DOC-M04-P-00382|SRC-DOC-M04-I-00179,,,,DATA|MULTI_LAYER,,,,,Canonicalized from 2 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M04-CAN-0019,m04.current_1_0.product_semantic.fb1b6c7dcb1960cd,1.0,CURRENT_1_0,M04,Пенсионные отчисления,PRODUCT_SEMANTIC,STATE,§10.2 Output contract,Поле: estimate_status; Семантика: CALCULATED / UNKNOWN_RATE_CONTEXT / NOT_APPLICABLE / NEEDS_REVIEW,Поле: estimate_status; Семантика: CALCULATED / UNKNOWN_RATE_CONTEXT / NOT_APPLICABLE / NEEDS_REVIEW,,,,NOT_APPLICABLE,03_CASA_Pro_Pension_Contribution_Engine_Final_Spec_KZ_2026-08-21,2026-08-21,§10.2 Output contract,SRC-DOC-M04-P-00385,,,,MULTI_LAYER,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M04-CAN-0020,m04.current_1_0.data_contract.626c0a70dd4633bc,1.0,CURRENT_1_0,M04,Пенсионные отчисления,DATA_CONTRACT,DATA_MODEL,§10.2 Output contract,Поле: source_amount; Семантика: Money + contribution_record_ids,Поле: source_amount; Семантика: Money + contribution_record_ids,,,,,03_CASA_Pro_Pension_Contribution_Engine_Final_Spec_KZ_2026-08-21,2026-08-21,§10.2 Output contract,SRC-DOC-M04-P-00386,,,,DATA,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M04-CAN-0021,m04.current_1_0.data_contract.0d699fce6b4e07dc,1.0,CURRENT_1_0,M04,Пенсионные отчисления,DATA_CONTRACT,DATA_MODEL,§10.2 Output contract,Поле: contribution_type / period; Семантика: recognized enum + YYYY-MM,Поле: contribution_type / period; Семантика: recognized enum + YYYY-MM,,,,,03_CASA_Pro_Pension_Contribution_Engine_Final_Spec_KZ_2026-08-21,2026-08-21,§10.2 Output contract,SRC-DOC-M04-P-00387,,,,DATA,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M04-CAN-0022,m04.current_1_0.data_contract.e9d206ecbc04661e,1.0,CURRENT_1_0,M04,Пенсионные отчисления,DATA_CONTRACT,DATA_MODEL,§10.2 Output contract,Поле: rate; Семантика: Decimal ratio; not percent string,Поле: rate; Семантика: Decimal ratio; not percent string,,,,,03_CASA_Pro_Pension_Contribution_Engine_Final_Spec_KZ_2026-08-21,2026-08-21,§10.2 Output contract,SRC-DOC-M04-P-00388,,,,DATA,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M04-CAN-0023,m04.current_1_0.data_contract.108320fb6f8188c9,1.0,CURRENT_1_0,M04,Пенсионные отчисления,DATA_CONTRACT,DATA_MODEL,§10.2 Output contract,Поле: rate_context; Семантика: payer_category + payment_regime + source/evidence,Поле: rate_context; Семантика: payer_category + payment_regime + source/evidence,,,,,03_CASA_Pro_Pension_Contribution_Engine_Final_Spec_KZ_2026-08-21,2026-08-21,§10.2 Output contract,SRC-DOC-M04-P-00389,,,,DATA,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M04-CAN-0024,m04.current_1_0.product_semantic.2fee60b06ab67c50,1.0,CURRENT_1_0,M04,Пенсионные отчисления,PRODUCT_SEMANTIC,FORMULA,§10.2 Output contract,"Поле: formula_version; Семантика: e.g., casa.pension.base.opv_general/2026.1","Поле: formula_version; Семантика: e.g., casa.pension.base.opv_general/2026.1",,,,,03_CASA_Pro_Pension_Contribution_Engine_Final_Spec_KZ_2026-08-21,2026-08-21,§10.2 Output contract,SRC-DOC-M04-P-00390,,,,MULTI_LAYER,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M04-CAN-0025,m04.current_1_0.data_contract.e124c41207fbe9cc,1.0,CURRENT_1_0,M04,Пенсионные отчисления,DATA_CONTRACT,DATA_MODEL,§10.2 Output contract,Поле: estimated_contribution_base; Семантика: amount / rate; Decimal KZT,Поле: estimated_contribution_base; Семантика: amount / rate; Decimal KZT,,,,,03_CASA_Pro_Pension_Contribution_Engine_Final_Spec_KZ_2026-08-21,2026-08-21,§10.2 Output contract,SRC-DOC-M04-P-00391,,,,DATA,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M04-CAN-0026,m04.current_1_0.data_contract.6f81a1012e586235,1.0,CURRENT_1_0,M04,Пенсионные отчисления,DATA_CONTRACT,DATA_MODEL,§10.2 Output contract,Поле: confidence; Семантика: HIGH/MEDIUM/LOW; never substitutes gates,Поле: confidence; Семантика: HIGH/MEDIUM/LOW; never substitutes gates,,,,,03_CASA_Pro_Pension_Contribution_Engine_Final_Spec_KZ_2026-08-21,2026-08-21,§10.2 Output contract,SRC-DOC-M04-P-00392,,,HIGH,DATA,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M04-CAN-0027,m04.current_1_0.data_contract.9f715e879e821864,1.0,CURRENT_1_0,M04,Пенсионные отчисления,DATA_CONTRACT,DATA_MODEL,§10.2 Output contract,Поле: limitations; Семантика: array of human-readable and machine codes,Поле: limitations; Семантика: array of human-readable and machine codes,,,,,03_CASA_Pro_Pension_Contribution_Engine_Final_Spec_KZ_2026-08-21,2026-08-21,§10.2 Output contract,SRC-DOC-M04-P-00393,,,,DATA,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M04-CAN-0028,m04.current_1_0.data_contract.cd816e2fa1db976a,1.0,CURRENT_1_0,M04,Пенсионные отчисления,DATA_CONTRACT,DATA_MODEL,§10.2 Output contract,Поле: legal_basis_refs; Семантика: source registry IDs + effective dates,Поле: legal_basis_refs; Семантика: source registry IDs + effective dates,,,,,03_CASA_Pro_Pension_Contribution_Engine_Final_Spec_KZ_2026-08-21,2026-08-21,§10.2 Output contract,SRC-DOC-M04-P-00394,,,,LEGAL,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M04-CAN-0029,m04.current_1_0.product_semantic.5f96129b68a51c20,1.0,CURRENT_1_0,M04,Пенсионные отчисления,PRODUCT_SEMANTIC,STATE,§11.1 Information architecture,Зона: Последний отправитель; Содержимое: ИП RSHATOVA · подпись «отправитель пенсионных взносов» · current_sender_status,Зона: Последний отправитель; Содержимое: ИП RSHATOVA · подпись «отправитель пенсионных взносов» · current_sender_status,,,,,03_CASA_Pro_Pension_Contribution_Engine_Final_Spec_KZ_2026-08-21,2026-08-21,§11.1 Information architecture,SRC-DOC-M04-P-00409,,,,MULTI_LAYER,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M04-CAN-0030,m04.current_1_0.product_semantic.458e4c6605e1e601,1.0,CURRENT_1_0,M04,Пенсионные отчисления,PRODUCT_SEMANTIC,BUSINESS_RULE,§11.1 Information architecture,Зона: Поступления; Содержимое: 6 поступлений / 6 наблюдаемых месяцев · сумма строк 60 000 ₸ · coverage UNKNOWN badge,Зона: Поступления; Содержимое: 6 поступлений / 6 наблюдаемых месяцев · сумма строк 60 000 ₸ · coverage UNKNOWN badge,,,,UNKNOWN,03_CASA_Pro_Pension_Contribution_Engine_Final_Spec_KZ_2026-08-21,2026-08-21,§11.1 Information architecture,SRC-DOC-M04-P-00410,,,,MULTI_LAYER,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M04-CAN-0031,m04.current_1_0.product_semantic.cff38e1803ee1317,1.0,CURRENT_1_0,M04,Пенсионные отчисления,PRODUCT_SEMANTIC,BUSINESS_RULE,§11.1 Information architecture,Зона: Signals; Содержимое: Пропуски (только confirmed coverage) · смены · несколько отправителей · unknown values · receipt lag,Зона: Signals; Содержимое: Пропуски (только confirmed coverage) · смены · несколько отправителей · unknown values · receipt lag,,,,CONFIRMED|UNKNOWN,03_CASA_Pro_Pension_Contribution_Engine_Final_Spec_KZ_2026-08-21,2026-08-21,§11.1 Information architecture,SRC-DOC-M04-P-00412,,,,MULTI_LAYER,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M04-CAN-0032,m04.current_1_0.data_contract.983b9df79f740646,1.0,CURRENT_1_0,M04,Пенсионные отчисления,DATA_CONTRACT,PROVENANCE,§11.1 Information architecture,Зона: Review drawer; Содержимое: Только unresolved critical tasks с jump-to-evidence,Зона: Review drawer; Содержимое: Только unresolved critical tasks с jump-to-evidence,,,,,03_CASA_Pro_Pension_Contribution_Engine_Final_Spec_KZ_2026-08-21,2026-08-21,§11.1 Information architecture,SRC-DOC-M04-P-00413,,,CRITICAL,DATA,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M04-CAN-0033,m04.current_1_0.data_contract.aaf0552fd2acdb8c,1.0,CURRENT_1_0,M04,Пенсионные отчисления,DATA_CONTRACT,SNAPSHOT,§11.1 Information architecture,Зона: Footer; Содержимое: Сохранить черновик · Подтвердить факты и создать snapshot,Зона: Footer; Содержимое: Сохранить черновик · Подтвердить факты и создать snapshot,,,,,03_CASA_Pro_Pension_Contribution_Engine_Final_Spec_KZ_2026-08-21,2026-08-21,§11.1 Information architecture,SRC-DOC-M04-P-00414,,,,DATA,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M04-CAN-0034,m04.current_1_0.product_semantic.10127dae6c4bdd32,1.0,CURRENT_1_0,M04,Пенсионные отчисления,PRODUCT_SEMANTIC,STATE,§11.3 Reviewer confirmation и состояния,"CONFIRMED означает проверку фактов CASA, а не подтверждение банком/ЕНПФ.","CONFIRMED означает проверку фактов CASA, а не подтверждение банком/ЕНПФ.",,,,CONFIRMED,03_CASA_Pro_Pension_Contribution_Engine_Final_Spec_KZ_2026-08-21,2026-08-21,§11.3 Reviewer confirmation и состояния,SRC-DOC-M04-P-00425,,,,MULTI_LAYER,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M04-CAN-0035,m04.current_1_0.product_semantic.ab67c84c14462ba6,1.0,CURRENT_1_0,M04,Пенсионные отчисления,PRODUCT_SEMANTIC,STATE,§11.3 Reviewer confirmation и состояния,Когда: Всегда в launch calibration; Что подтверждается: row count; CASA-calculated total; first/last month; unique senders; all critical row fields,Когда: Всегда в launch calibration; Что подтверждается: row count; CASA-calculated total; first/last month; unique senders; all critical row fields,,,,,03_CASA_Pro_Pension_Contribution_Engine_Final_Spec_KZ_2026-08-21,2026-08-21,§11.3 Reviewer confirmation и состояния,SRC-DOC-M04-P-00428,,,CRITICAL,DATA,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M04-CAN-0036,m04.current_1_0.product_semantic.62ff2dcc9d225c41,1.0,CURRENT_1_0,M04,Пенсионные отчисления,PRODUCT_SEMANTIC,STATE,§11.3 Reviewer confirmation и состояния,Когда: При coverage UNKNOWN; Что подтверждается: не разрешать reviewer вручную объявить отсутствующие месяцы без external evidence,Когда: При coverage UNKNOWN; Что подтверждается: не разрешать reviewer вручную объявить отсутствующие месяцы без external evidence,,,,UNKNOWN,03_CASA_Pro_Pension_Contribution_Engine_Final_Spec_KZ_2026-08-21,2026-08-21,§11.3 Reviewer confirmation и состояния,SRC-DOC-M04-P-00432,,,,MULTI_LAYER,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M04-CAN-0037,m04.current_1_0.product_semantic.e293beaeb951c77b,1.0,CURRENT_1_0,M04,Пенсионные отчисления,PRODUCT_SEMANTIC,STATE,§11.3 Reviewer confirmation и состояния,Когда: При correction; Что подтверждается: raw stays; corrected value + reason code + comment + actor + evidence,Когда: При correction; Что подтверждается: raw stays; corrected value + reason code + comment + actor + evidence,,,,,03_CASA_Pro_Pension_Contribution_Engine_Final_Spec_KZ_2026-08-21,2026-08-21,§11.3 Reviewer confirmation и состояния,SRC-DOC-M04-P-00433,,,,MULTI_LAYER,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M04-CAN-0038,m04.current_1_0.product_semantic.230e5032279bac6c,1.0,CURRENT_1_0,M04,Пенсионные отчисления,PRODUCT_SEMANTIC,STATE,§11.3 Reviewer confirmation и состояния,State: NOT_UPLOADED; Когда: Нет документа; CTA: Загрузить PDF,State: NOT_UPLOADED; Когда: Нет документа; CTA: Загрузить PDF,,,,,03_CASA_Pro_Pension_Contribution_Engine_Final_Spec_KZ_2026-08-21,2026-08-21,§11.3 Reviewer confirmation и состояния,SRC-DOC-M04-P-00435,,,,PARSER,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M04-CAN-0039,m04.current_1_0.product_semantic.1db7b4a8e80c8507,1.0,CURRENT_1_0,M04,Пенсионные отчисления,PRODUCT_SEMANTIC,STATE,§11.3 Reviewer confirmation и состояния,State: UPLOADING / QUARANTINED; Когда: Техническая обработка; CTA: Progress; no results yet,State: UPLOADING / QUARANTINED; Когда: Техническая обработка; CTA: Progress; no results yet,,,,,03_CASA_Pro_Pension_Contribution_Engine_Final_Spec_KZ_2026-08-21,2026-08-21,§11.3 Reviewer confirmation и состояния,SRC-DOC-M04-P-00437,,,,MULTI_LAYER,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M04-CAN-0040,m04.current_1_0.product_semantic.fc0eb0485e5b54dc,1.0,CURRENT_1_0,M04,Пенсионные отчисления,PRODUCT_SEMANTIC,PARSER,§11.3 Reviewer confirmation и состояния,State: PROCESSING; Когда: Text/OCR/reconciliation; CTA: Page/row progress,State: PROCESSING; Когда: Text/OCR/reconciliation; CTA: Page/row progress,,,,,03_CASA_Pro_Pension_Contribution_Engine_Final_Spec_KZ_2026-08-21,2026-08-21,§11.3 Reviewer confirmation и состояния,SRC-DOC-M04-P-00438,,,,PARSER,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M04-CAN-0041,m04.current_1_0.product_semantic.5f25a95deed4621a,1.0,CURRENT_1_0,M04,Пенсионные отчисления,PRODUCT_SEMANTIC,STATE,§11.3 Reviewer confirmation и состояния,State: VALID; Когда: Технические и автоматические checks pass; CTA: Review summary,State: VALID; Когда: Технические и автоматические checks pass; CTA: Review summary,,,,,03_CASA_Pro_Pension_Contribution_Engine_Final_Spec_KZ_2026-08-21,2026-08-21,§11.3 Reviewer confirmation и состояния,SRC-DOC-M04-P-00439,,,,MULTI_LAYER,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
