requirement_id,canonical_key,release,applicability,module_id,module_name,requirement_level,category,subsystem,requirement,expected_behavior,forbidden_behavior,input,output,state_or_status,source_documents,source_versions,source_sections,source_extract_ids,acceptance_test_ids,priority,criticality,implementation_layer,dependency,release_gate,open_gate_ids,developer_task_ids,notes
M02-CAN-0011,m02.current_1_0.security_control.7401342641f5241c,1.0,CURRENT_1_0,M02,Проверка по ИИН,SECURITY_CONTROL,CONSENT,P-01. АИС ОИП: исполнительные производства и временное ограничение на выезд,"1. Что можно узнать: 14. Юрист; Факт присутствия в реестре должников по исполнительным производствам; номер и даты производства, категория, сумма взыскания и публичные реквизиты исполнителя. Документация также предусматривает поля начала/окончания ограничения на выезд.: Подтвердить коммерческое использование open data, текст согласия, срок/объём хранения, допустимость evidence, роли CASA/риелтора и обращение с данными третьих лиц.","1. Что можно узнать: 14. Юрист; Факт присутствия в реестре должников по исполнительным производствам; номер и даты производства, категория, сумма взыскания и публичные реквизиты исполнителя. Документация также предусматривает поля начала/окончания ограничения на выезд.: Подтвердить коммерческое использование open data, текст согласия, срок/объём хранения, допустимость evidence, роли CASA/риелтора и обращение с данными третьих лиц.",,,,,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,P-01. АИС ОИП: исполнительные производства и временное ограничение на выезд,SRC-DOC-M02-P-00130,,,,DATA|LEGAL,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M02-CAN-0012,m02.current_1_0.product_semantic.ced70ece0dfcba83,1.0,CURRENT_1_0,M02,Проверка по ИИН,PRODUCT_SEMANTIC,VALIDATION,P-02. ЕНИС: исполнительные надписи нотариусов,"Официальные источники, проверено 21.08.2026: [S09].","Официальные источники, проверено 21.08.2026: [S09].",,,,,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,P-02. ЕНИС: исполнительные надписи нотариусов,SRC-DOC-M02-P-00132,,,,MULTI_LAYER,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M02-CAN-0013,m02.current_1_0.product_semantic.16349b138614ad19,1.0,CURRENT_1_0,M02,Проверка по ИИН,PRODUCT_SEMANTIC,BUSINESS_RULE,P-02. ЕНИС: исполнительные надписи нотариусов,"1. Что можно узнать: 2. Поиск по ИИН; Наличие исполнительной надписи и реквизиты, которые отображает официальный сервис.: Да: форма требует ИИН/БИН должника.","1. Что можно узнать: 2. Поиск по ИИН; Наличие исполнительной надписи и реквизиты, которые отображает официальный сервис.: Да: форма требует ИИН/БИН должника.",,,,,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,P-02. ЕНИС: исполнительные надписи нотариусов,SRC-DOC-M02-P-00134,,,,MULTI_LAYER,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M02-CAN-0014,m02.current_1_0.product_semantic.2bdf461ee88d52a1,1.0,CURRENT_1_0,M02,Проверка по ИИН,PRODUCT_SEMANTIC,BUSINESS_RULE,P-02. ЕНИС: исполнительные надписи нотариусов,"1. Что можно узнать: 3. Публичность; Наличие исполнительной надписи и реквизиты, которые отображает официальный сервис.: Публичная страница ЕНИС без входа.","1. Что можно узнать: 3. Публичность; Наличие исполнительной надписи и реквизиты, которые отображает официальный сервис.: Публичная страница ЕНИС без входа.",,,,,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,P-02. ЕНИС: исполнительные надписи нотариусов,SRC-DOC-M02-P-00135,,,,MULTI_LAYER,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M02-CAN-0015,m02.current_1_0.security_control.0fdb6dc9281bd06b,1.0,CURRENT_1_0,M02,Проверка по ИИН,SECURITY_CONTROL,CONSENT,P-02. ЕНИС: исполнительные надписи нотариусов,"1. Что можно узнать: 4. Согласие; Наличие исполнительной надписи и реквизиты, которые отображает официальный сервис.: Для CASA — да; LEGAL_REVIEW_REQUIRED для обработки и фиксации результата.","1. Что можно узнать: 4. Согласие; Наличие исполнительной надписи и реквизиты, которые отображает официальный сервис.: Для CASA — да; LEGAL_REVIEW_REQUIRED для обработки и фиксации результата.",,,,,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,P-02. ЕНИС: исполнительные надписи нотариусов,SRC-DOC-M02-P-00136,,,,LEGAL,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M02-CAN-0016,m02.current_1_0.product_semantic.825ee137dd880815,1.0,CURRENT_1_0,M02,Проверка по ИИН,PRODUCT_SEMANTIC,BUSINESS_RULE,P-02. ЕНИС: исполнительные надписи нотариусов,"1. Что можно узнать: 5. Авторизация клиента; Наличие исполнительной надписи и реквизиты, которые отображает официальный сервис.: Нет.","1. Что можно узнать: 5. Авторизация клиента; Наличие исполнительной надписи и реквизиты, которые отображает официальный сервис.: Нет.",,,,,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,P-02. ЕНИС: исполнительные надписи нотариусов,SRC-DOC-M02-P-00137,,,,MULTI_LAYER,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M02-CAN-0017,m02.current_1_0.product_semantic.78855757c54ef04b,1.0,CURRENT_1_0,M02,Проверка по ИИН,PRODUCT_SEMANTIC,API,P-02. ЕНИС: исполнительные надписи нотариусов,"1. Что можно узнать: 6. Договор/API; Наличие исполнительной надписи и реквизиты, которые отображает официальный сервис.: Публично документированный API не найден; договор не подтверждён.","1. Что можно узнать: 6. Договор/API; Наличие исполнительной надписи и реквизиты, которые отображает официальный сервис.: Публично документированный API не найден; договор не подтверждён.",,,,,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,P-02. ЕНИС: исполнительные надписи нотариусов,SRC-DOC-M02-P-00138,,,,BACKEND,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M02-CAN-0018,m02.current_1_0.product_semantic.1a4aa110676aaf02,1.0,CURRENT_1_0,M02,Проверка по ИИН,PRODUCT_SEMANTIC,BUSINESS_RULE,P-02. ЕНИС: исполнительные надписи нотариусов,"1. Что можно узнать: 7. CAPTCHA; Наличие исполнительной надписи и реквизиты, которые отображает официальный сервис.: Да: «код с картинки английскими буквами».","1. Что можно узнать: 7. CAPTCHA; Наличие исполнительной надписи и реквизиты, которые отображает официальный сервис.: Да: «код с картинки английскими буквами».",,,,,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,P-02. ЕНИС: исполнительные надписи нотариусов,SRC-DOC-M02-P-00139,,,,MULTI_LAYER,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M02-CAN-0019,m02.current_1_0.boundary.567b9ad3012b3e5d,1.0,CURRENT_1_0,M02,Проверка по ИИН,BOUNDARY,FORBIDDEN,P-02. ЕНИС: исполнительные надписи нотариусов,"1. Что можно узнать: 8. Законная автоматизация; Наличие исполнительной надписи и реквизиты, которые отображает официальный сервис.: Не подтверждена. Любая автоматизация формы запрещена. MANUAL_CHECK_REQUIRED.",,"1. Что можно узнать: 8. Законная автоматизация; Наличие исполнительной надписи и реквизиты, которые отображает официальный сервис.: Не подтверждена. Любая автоматизация формы запрещена. MANUAL_CHECK_REQUIRED.",,,,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,P-02. ЕНИС: исполнительные надписи нотариусов,SRC-DOC-M02-P-00140,,,,MULTI_LAYER,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M02-CAN-0020,m02.current_1_0.product_semantic.344bbd74b28e3f0b,1.0,CURRENT_1_0,M02,Проверка по ИИН,PRODUCT_SEMANTIC,VALIDATION,P-02. ЕНИС: исполнительные надписи нотариусов,"1. Что можно узнать: 9. Только ручная проверка; Наличие исполнительной надписи и реквизиты, которые отображает официальный сервис.: Да: риелтор открывает ЕНИС и выполняет CAPTCHA лично.","1. Что можно узнать: 9. Только ручная проверка; Наличие исполнительной надписи и реквизиты, которые отображает официальный сервис.: Да: риелтор открывает ЕНИС и выполняет CAPTCHA лично.",,,,,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,P-02. ЕНИС: исполнительные надписи нотариусов,SRC-DOC-M02-P-00141,,,,MULTI_LAYER,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M02-CAN-0021,m02.current_1_0.product_semantic.52f00ba689ab1e75,1.0,CURRENT_1_0,M02,Проверка по ИИН,PRODUCT_SEMANTIC,BUSINESS_RULE,P-02. ЕНИС: исполнительные надписи нотариусов,"1. Что можно узнать: 10. Что сохранять; Наличие исполнительной надписи и реквизиты, которые отображает официальный сервис.: `found/not_found`, отображённые №/дата/статус/нотариус, `checked_at`, URL и screenshot/PDF hash. Не сохранять лишние стороны/ИИН.","1. Что можно узнать: 10. Что сохранять; Наличие исполнительной надписи и реквизиты, которые отображает официальный сервис.: `found/not_found`, отображённые №/дата/статус/нотариус, `checked_at`, URL и screenshot/PDF hash. Не сохранять лишние стороны/ИИН.",,,,,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,P-02. ЕНИС: исполнительные надписи нотариусов,SRC-DOC-M02-P-00142,,,,PARSER,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M02-CAN-0022,m02.current_1_0.product_semantic.f5a3a44f1223335c,1.0,CURRENT_1_0,M02,Проверка по ИИН,PRODUCT_SEMANTIC,BUSINESS_RULE,P-02. ЕНИС: исполнительные надписи нотариусов,"1. Что можно узнать: 11. Срок актуальности; Наличие исполнительной надписи и реквизиты, которые отображает официальный сервис.: CASA policy: 24 часа.","1. Что можно узнать: 11. Срок актуальности; Наличие исполнительной надписи и реквизиты, которые отображает официальный сервис.: CASA policy: 24 часа.",,,,,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,P-02. ЕНИС: исполнительные надписи нотариусов,SRC-DOC-M02-P-00143,,,,MULTI_LAYER,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M02-CAN-0023,m02.current_1_0.data_contract.4b495aa710008953,1.0,CURRENT_1_0,M02,Проверка по ИИН,DATA_CONTRACT,PROVENANCE,P-02. ЕНИС: исполнительные надписи нотариусов,"1. Что можно узнать: 12. Недоступность; Наличие исполнительной надписи и реквизиты, которые отображает официальный сервис.: `SOURCE_UNAVAILABLE`; повторить позже. Ручной check не может быть подтверждён одним нажатием без evidence.","1. Что можно узнать: 12. Недоступность; Наличие исполнительной надписи и реквизиты, которые отображает официальный сервис.: `SOURCE_UNAVAILABLE`; повторить позже. Ручной check не может быть подтверждён одним нажатием без evidence.",,,,,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,P-02. ЕНИС: исполнительные надписи нотариусов,SRC-DOC-M02-P-00144,,,,DATA,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M02-CAN-0024,m02.current_1_0.product_semantic.7178991672930bf5,1.0,CURRENT_1_0,M02,Проверка по ИИН,PRODUCT_SEMANTIC,BUSINESS_RULE,P-02. ЕНИС: исполнительные надписи нотариусов,"1. Что можно узнать: 13. Влияние; Наличие исполнительной надписи и реквизиты, которые отображает официальный сервис.: Информационный факт; наличие надписи не равно банковскому запрету. После передачи на исполнение факт может также появиться в АИС ОИП.","1. Что можно узнать: 13. Влияние; Наличие исполнительной надписи и реквизиты, которые отображает официальный сервис.: Информационный факт; наличие надписи не равно банковскому запрету. После передачи на исполнение факт может также появиться в АИС ОИП.",,,,,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,P-02. ЕНИС: исполнительные надписи нотариусов,SRC-DOC-M02-P-00145,,,,MULTI_LAYER,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M02-CAN-0025,m02.current_1_0.data_contract.d3b296e7e17f3f45,1.0,CURRENT_1_0,M02,Проверка по ИИН,DATA_CONTRACT,PROVENANCE,P-02. ЕНИС: исполнительные надписи нотариусов,"1. Что можно узнать: 14. Юрист; Наличие исполнительной надписи и реквизиты, которые отображает официальный сервис.: Подтвердить право оператора проверять от имени клиента, допустимость screenshot/evidence, объём реквизитов и срок хранения.","1. Что можно узнать: 14. Юрист; Наличие исполнительной надписи и реквизиты, которые отображает официальный сервис.: Подтвердить право оператора проверять от имени клиента, допустимость screenshot/evidence, объём реквизитов и срок хранения.",,,,,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,P-02. ЕНИС: исполнительные надписи нотариусов,SRC-DOC-M02-P-00146,,,,DATA,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M02-CAN-0026,m02.current_1_0.product_semantic.e8b4f781af70e891,1.0,CURRENT_1_0,M02,Проверка по ИИН,PRODUCT_SEMANTIC,VALIDATION,P-03. КГД: поиск налогоплательщика / статус ИП и лица частной практики,"Официальные источники, проверено 21.08.2026: [S10], [S31].","Официальные источники, проверено 21.08.2026: [S10], [S31].",,,,,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,P-03. КГД: поиск налогоплательщика / статус ИП и лица частной практики,SRC-DOC-M02-P-00148,,,,MULTI_LAYER,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M02-CAN-0027,m02.current_1_0.product_semantic.0365120baeeaa3f8,1.0,CURRENT_1_0,M02,Проверка по ИИН,PRODUCT_SEMANTIC,BUSINESS_RULE,P-03. КГД: поиск налогоплательщика / статус ИП и лица частной практики,"1. Что можно узнать: 2. Поиск по ИИН; Тип FL/IP/LZCHP/UL, регистрационный тип, дата начала/окончания, причина окончания, налоговый орган; для ИП — наименование/ФИО в объёме ответа.: Да: `taxpayerCode=<ИИН>` и `taxpayerType`. Для IP текущая инструкция также показывает параметр `name`; точные обязательные параметры зафиксировать контрактными тестами.","1. Что можно узнать: 2. Поиск по ИИН; Тип FL/IP/LZCHP/UL, регистрационный тип, дата начала/окончания, причина окончания, налоговый орган; для ИП — наименование/ФИО в объёме ответа.: Да: `taxpayerCode=<ИИН>` и `taxpayerType`. Для IP текущая инструкция также показывает параметр `name`; точные обязательные параметры зафиксировать контрактными тестами.",,,,,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,P-03. КГД: поиск налогоплательщика / статус ИП и лица частной практики,SRC-DOC-M02-P-00150,,,,MULTI_LAYER,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M02-CAN-0028,m02.current_1_0.product_semantic.b4e93fc3f944c7f4,1.0,CURRENT_1_0,M02,Проверка по ИИН,PRODUCT_SEMANTIC,API,P-03. КГД: поиск налогоплательщика / статус ИП и лица частной практики,"1. Что можно узнать: 3. Публичность; Тип FL/IP/LZCHP/UL, регистрационный тип, дата начала/окончания, причина окончания, налоговый орган; для ИП — наименование/ФИО в объёме ответа.: Официальный информационный/API-сервис КГД.","1. Что можно узнать: 3. Публичность; Тип FL/IP/LZCHP/UL, регистрационный тип, дата начала/окончания, причина окончания, налоговый орган; для ИП — наименование/ФИО в объёме ответа.: Официальный информационный/API-сервис КГД.",,,,,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,P-03. КГД: поиск налогоплательщика / статус ИП и лица частной практики,SRC-DOC-M02-P-00151,,,,BACKEND,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
