requirement_id,canonical_key,release,applicability,module_id,module_name,requirement_level,category,subsystem,requirement,expected_behavior,forbidden_behavior,input,output,state_or_status,source_documents,source_versions,source_sections,source_extract_ids,acceptance_test_ids,priority,criticality,implementation_layer,dependency,release_gate,open_gate_ids,developer_task_ids,notes
M01-CAN-0011,m01.current_1_0.implementation_detail.748fc14e0b42b5c1,1.0,CURRENT_1_0,M01,Клиент и согласие,IMPLEMENTATION_DETAIL,API,Consent preflight,API surface: POST /api/v2/cases/{case_id}/participants; Контракт: Отдельный participant/role; no consent inheritance.,API surface: POST /api/v2/cases/{case_id}/participants; Контракт: Отдельный participant/role; no consent inheritance.,,,,,M01_CASA_Pro_Client_and_Consent_Implementation_and_Acceptance_v1.1,1.1,Consent preflight,SRC-DOC-M01-I-00252,,,,BACKEND|LEGAL,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M01-CAN-0012,m01.current_1_0.implementation_detail.d7bb666a3032da2a,1.0,CURRENT_1_0,M01,Клиент и согласие,IMPLEMENTATION_DETAIL,API,Consent preflight,API surface: POST /api/v2/participants/{participant_id}/identity-versions; Контракт: New immutable version; old refs preserved.,API surface: POST /api/v2/participants/{participant_id}/identity-versions; Контракт: New immutable version; old refs preserved.,,,,,M01_CASA_Pro_Client_and_Consent_Implementation_and_Acceptance_v1.1,1.1,Consent preflight,SRC-DOC-M01-I-00253,,,,BACKEND,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M01-CAN-0013,m01.current_1_0.implementation_detail.da4fcfd0952729dc,1.0,CURRENT_1_0,M01,Клиент и согласие,IMPLEMENTATION_DETAIL,API,Consent preflight,API surface: POST /api/v2/participants/{participant_id}/consent-requests; Контракт: Request exact approved text/purposes; channel adapter only if enabled.,API surface: POST /api/v2/participants/{participant_id}/consent-requests; Контракт: Request exact approved text/purposes; channel adapter only if enabled.,,,,,M01_CASA_Pro_Client_and_Consent_Implementation_and_Acceptance_v1.1,1.1,Consent preflight,SRC-DOC-M01-I-00254,,,,BACKEND|LEGAL,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M01-CAN-0014,m01.current_1_0.implementation_detail.c3bbf0f3f32407eb,1.0,CURRENT_1_0,M01,Клиент и согласие,IMPLEMENTATION_DETAIL,API,Consent preflight,API surface: POST /api/v2/consents/{consent_id}:record-confirmation; Контракт: Internal approved adapter + evidence validation; broker impersonation forbidden.,API surface: POST /api/v2/consents/{consent_id}:record-confirmation; Контракт: Internal approved adapter + evidence validation; broker impersonation forbidden.,,,,,M01_CASA_Pro_Client_and_Consent_Implementation_and_Acceptance_v1.1,1.1,Consent preflight,SRC-DOC-M01-I-00255,,,,BACKEND|FRONTEND|LEGAL,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M01-CAN-0015,m01.current_1_0.implementation_detail.fd91b07e9b5d35d2,1.0,CURRENT_1_0,M01,Клиент и согласие,IMPLEMENTATION_DETAIL,API,Consent preflight,API surface: POST /api/v2/consents/{consent_id}:revoke; Контракт: Append-only revoke event + policy evaluation.,API surface: POST /api/v2/consents/{consent_id}:revoke; Контракт: Append-only revoke event + policy evaluation.,,,,,M01_CASA_Pro_Client_and_Consent_Implementation_and_Acceptance_v1.1,1.1,Consent preflight,SRC-DOC-M01-I-00256,,,,BACKEND|LEGAL,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M01-CAN-0016,m01.current_1_0.implementation_detail.6200095d2266efc5,1.0,CURRENT_1_0,M01,Клиент и согласие,IMPLEMENTATION_DETAIL,API,Consent preflight,API surface: POST /api/v2/consent-preflight; Контракт: Allow/deny for exact participant/identity/action/purpose; emits audit ref.,API surface: POST /api/v2/consent-preflight; Контракт: Allow/deny for exact participant/identity/action/purpose; emits audit ref.,,,,,M01_CASA_Pro_Client_and_Consent_Implementation_and_Acceptance_v1.1,1.1,Consent preflight,SRC-DOC-M01-I-00257,,,,BACKEND|LEGAL,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M01-CAN-0017,m01.current_1_0.implementation_detail.0469e1c96c631690,1.0,CURRENT_1_0,M01,Клиент и согласие,IMPLEMENTATION_DETAIL,API,Credential rejection,"Не существует UI field, API property, database column или log field для eGov/КГД/ЕНПФ/бюро passwords, OTP, ЭЦП, cookies или client session credentials. Попытка передачи возвращает: «CASA не принимает пароли, коды подтверждения или ЭЦП. Получите документ самостоятельно и загрузите разрешённый PDF».","Не существует UI field, API property, database column или log field для eGov/КГД/ЕНПФ/бюро passwords, OTP, ЭЦП, cookies или client session credentials. Попытка передачи возвращает: «CASA не принимает пароли, коды подтверждения или ЭЦП. Получите документ самостоятельно и загрузите разрешённый PDF».",,,,,M01_CASA_Pro_Client_and_Consent_Implementation_and_Acceptance_v1.1,1.1,Credential rejection,SRC-DOC-M01-I-00180,,,,BACKEND|FRONTEND|DATA|PARSER,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M01-CAN-0018,m01.current_1_0.security_control.35394c0b144b240e,1.0,CURRENT_1_0,M01,Клиент и согласие,SECURITY_CONTROL,CONSENT,Engineering DONE,case/participant ownership однозначны; participant consent никогда не наследуется; purpose обязателен;,case/participant ownership однозначны; participant consent никогда не наследуется; purpose обязателен;,,,,,M01_CASA_Pro_Client_and_Consent_Implementation_and_Acceptance_v1.1,1.1,Engineering DONE,SRC-DOC-M01-I-00320,,,,LEGAL,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M01-CAN-0019,m01.current_1_0.data_contract.dfee28867429a6f0,1.0,CURRENT_1_0,M01,Клиент и согласие,DATA_CONTRACT,SNAPSHOT,Engineering DONE,identity correction создаёт новую version; historical batches/documents/snapshots не перепривязываются;,identity correction создаёт новую version; historical batches/documents/snapshots не перепривязываются;,,,,,M01_CASA_Pro_Client_and_Consent_Implementation_and_Acceptance_v1.1,1.1,Engineering DONE,SRC-DOC-M01-I-00321,,,,DATA,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M01-CAN-0020,m01.current_1_0.product_semantic.1a1fc2cf958dcf30,1.0,CURRENT_1_0,M01,Клиент и согласие,PRODUCT_SEMANTIC,BUSINESS_RULE,Engineering DONE,absence/expiry/revocation/purpose mismatch блокируют protected actions до downstream side effect;,absence/expiry/revocation/purpose mismatch блокируют protected actions до downstream side effect;,,,,,M01_CASA_Pro_Client_and_Consent_Implementation_and_Acceptance_v1.1,1.1,Engineering DONE,SRC-DOC-M01-I-00322,,,,MULTI_LAYER,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M01-CAN-0021,m01.current_1_0.security_control.49c0560a9830af1f,1.0,CURRENT_1_0,M01,Клиент и согласие,SECURITY_CONTROL,SECURITY,Engineering DONE,"tenant/case/assignment/action guards, no-existence-leak и append-only audit проходят negative tests;","tenant/case/assignment/action guards, no-existence-leak и append-only audit проходят negative tests;",,,,,M01_CASA_Pro_Client_and_Consent_Implementation_and_Acceptance_v1.1,1.1,Engineering DONE,SRC-DOC-M01-I-00323,,,,QA|SECURITY,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M01-CAN-0022,m01.current_1_0.implementation_detail.ee8d2d851e346d58,1.0,CURRENT_1_0,M01,Клиент и согласие,IMPLEMENTATION_DETAIL,API,Engineering DONE,нет UI/API/DB/log fields для credentials; direct bureau/ENPF calls отсутствуют;,нет UI/API/DB/log fields для credentials; direct bureau/ENPF calls отсутствуют;,,,,,M01_CASA_Pro_Client_and_Consent_Implementation_and_Acceptance_v1.1,1.1,Engineering DONE,SRC-DOC-M01-I-00324,,,,BACKEND|FRONTEND|DATA,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M01-CAN-0023,m01.current_1_0.security_control.303d261462d50c9c,1.0,CURRENT_1_0,M01,Клиент и согласие,SECURITY_CONTROL,SECURITY,Engineering DONE,PII/log/export masking и immutable replay refs работают; human UI не показывает technical codes основным текстом;,PII/log/export masking и immutable replay refs работают; human UI не показывает technical codes основным текстом;,,,,,M01_CASA_Pro_Client_and_Consent_Implementation_and_Acceptance_v1.1,1.1,Engineering DONE,SRC-DOC-M01-I-00325,,,,FRONTEND|SECURITY,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M01-CAN-0024,m01.current_1_0.security_control.67d38450c6d36eba,1.0,CURRENT_1_0,M01,Клиент и согласие,SECURITY_CONTROL,SECURITY,Engineering DONE,M01 НЕ DONE ДЛЯ ENGINEERING  Если ownership неоднозначен; consent другого participant используется; purpose отсутствует; revoke не блокирует; identity history мутирует; tenant isolation нарушена; credentials сохраняются; audit/PII controls не доказаны; spouse auto co-borrower; integration scope расширен.: M01 НЕ DONE ДЛЯ ENGINEERING  Если ownership неоднозначен; consent другого participant используется; purpose отсутствует; revoke не блокирует; identity history мутирует; tenant isolation нарушена; credentials сохраняются; audit/PII controls не доказаны; spouse auto co-borrower; integration scope расширен.,M01 НЕ DONE ДЛЯ ENGINEERING  Если ownership неоднозначен; consent другого participant используется; purpose отсутствует; revoke не блокирует; identity history мутирует; tenant isolation нарушена; credentials сохраняются; audit/PII controls не доказаны; spouse auto co-borrower; integration scope расширен.: M01 НЕ DONE ДЛЯ ENGINEERING  Если ownership неоднозначен; consent другого participant используется; purpose отсутствует; revoke не блокирует; identity history мутирует; tenant isolation нарушена; credentials сохраняются; audit/PII controls не доказаны; spouse auto co-borrower; integration scope расширен.,,,,,M01_CASA_Pro_Client_and_Consent_Implementation_and_Acceptance_v1.1,1.1,Engineering DONE,SRC-DOC-M01-I-00327,,,,SECURITY|LEGAL|PRODUCT,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M01-CAN-0025,m01.current_1_0.security_control.5f08d40d116a03e8,1.0,CURRENT_1_0,M01,Клиент и согласие,SECURITY_CONTROL,CONSENT,Supersede,Причина: Новая consent text version; Новая версия: Новый request/grant с exact text hash/purposes.; Старое состояние: Старый consent SUPERSEDED; не расширяется.,Причина: Новая consent text version; Новая версия: Новый request/grant с exact text hash/purposes.; Старое состояние: Старый consent SUPERSEDED; не расширяется.,,,,,M01_CASA_Pro_Client_and_Consent_Implementation_and_Acceptance_v1.1,1.1,Supersede,SRC-DOC-M01-I-00129,,,,LEGAL,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M01-CAN-0026,m01.current_1_0.security_control.e43990615bc11a31,1.0,CURRENT_1_0,M01,Клиент и согласие,SECURITY_CONTROL,CONSENT,Supersede,"Причина: Новая identity_version; Новая версия: Preflight требует consent, допустимый для новой identity version.; Старое состояние: История прежней identity не перепривязывается.","Причина: Новая identity_version; Новая версия: Preflight требует consent, допустимый для новой identity version.; Старое состояние: История прежней identity не перепривязывается.",,,,,M01_CASA_Pro_Client_and_Consent_Implementation_and_Acceptance_v1.1,1.1,Supersede,SRC-DOC-M01-I-00131,,,,LEGAL,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M01-CAN-0027,m01.current_1_0.security_control.9ac63efe73e8ff63,1.0,CURRENT_1_0,M01,Клиент и согласие,SECURITY_CONTROL,SECURITY,Supersede,"RETENTION СРОК НЕ ПРИДУМЫВАТЬ  В коде хранится retention_policy_id/version и результат policy evaluation. Число дней/лет, delete timing и legal hold закрываются Product/Legal/Security artifact; до этого production data use BLOCKED.: RETENTION СРОК НЕ ПРИДУМЫВАТЬ  В коде хранится retention_policy_id/version и результат policy evaluation. Число дней/лет, delete timing и legal hold закрываются Product/Legal/Security artifact; до этого production data use BLOCKED.","RETENTION СРОК НЕ ПРИДУМЫВАТЬ  В коде хранится retention_policy_id/version и результат policy evaluation. Число дней/лет, delete timing и legal hold закрываются Product/Legal/Security artifact; до этого production data use BLOCKED.: RETENTION СРОК НЕ ПРИДУМЫВАТЬ  В коде хранится retention_policy_id/version и результат policy evaluation. Число дней/лет, delete timing и legal hold закрываются Product/Legal/Security artifact; до этого production data use BLOCKED.",,,,BLOCKED,M01_CASA_Pro_Client_and_Consent_Implementation_and_Acceptance_v1.1,1.1,Supersede,SRC-DOC-M01-I-00133,,,,DATA|SECURITY|LEGAL|PRODUCT,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M01-CAN-0028,m01.current_1_0.boundary.9da60b5b87dade00,1.0,CURRENT_1_0,M01,Клиент и согласие,BOUNDARY,FORBIDDEN,§11 Consent evidence,"Группа: Субъект; Минимальные поля: consent_id, tenant_id, case_id, participant_id, identity_version_id; Инвариант: Нельзя подменить участника или identity version.",,"Группа: Субъект; Минимальные поля: consent_id, tenant_id, case_id, participant_id, identity_version_id; Инвариант: Нельзя подменить участника или identity version.",,,,M01_CASA_Pro_Client_and_Consent_Implementation_and_Acceptance_v1.1,1.1,§11 Consent evidence,SRC-DOC-M01-I-00137,,,,SECURITY|LEGAL,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M01-CAN-0029,m01.current_1_0.security_control.43676be3309796f7,1.0,CURRENT_1_0,M01,Клиент и согласие,SECURITY_CONTROL,CONSENT,§11 Consent evidence,"Группа: Текст и цель; Минимальные поля: consent_text_version, content hash/reference, purpose grants, manifest/source scope если применимо; Инвариант: UI copy не заменяет immutable artifact.","Группа: Текст и цель; Минимальные поля: consent_text_version, content hash/reference, purpose grants, manifest/source scope если применимо; Инвариант: UI copy не заменяет immutable artifact.",,,,,M01_CASA_Pro_Client_and_Consent_Implementation_and_Acceptance_v1.1,1.1,§11 Consent evidence,SRC-DOC-M01-I-00138,,,,FRONTEND|LEGAL|PRODUCT,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M01-CAN-0030,m01.current_1_0.security_control.a5d9917de3c7ab38,1.0,CURRENT_1_0,M01,Клиент и согласие,SECURITY_CONTROL,CONSENT,§11 Consent evidence,"Группа: Подтверждение; Минимальные поля: approved confirmation_method_code/version, channel/actor, confirmed_at; Инвариант: Только утверждённый method adapter; demo SMS не считается.","Группа: Подтверждение; Минимальные поля: approved confirmation_method_code/version, channel/actor, confirmed_at; Инвариант: Только утверждённый method adapter; demo SMS не считается.",,,,,M01_CASA_Pro_Client_and_Consent_Implementation_and_Acceptance_v1.1,1.1,§11 Consent evidence,SRC-DOC-M01-I-00139,,,,MULTI_LAYER,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M01-CAN-0031,m01.current_1_0.security_control.1b44ed316c32e229,1.0,CURRENT_1_0,M01,Клиент и согласие,SECURITY_CONTROL,CONSENT,§11 Consent evidence,"Группа: Evidence; Минимальные поля: evidence/reference/hash, validator version/status; Инвариант: Без валидного evidence consent не ACTIVE.","Группа: Evidence; Минимальные поля: evidence/reference/hash, validator version/status; Инвариант: Без валидного evidence consent не ACTIVE.",,,,,M01_CASA_Pro_Client_and_Consent_Implementation_and_Acceptance_v1.1,1.1,§11 Consent evidence,SRC-DOC-M01-I-00140,,,,LEGAL,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M01-CAN-0032,m01.current_1_0.security_control.6863fa4cddcf65ec,1.0,CURRENT_1_0,M01,Клиент и согласие,SECURITY_CONTROL,CONSENT,§11 Consent evidence,"Группа: Lifecycle; Минимальные поля: status, granted/revoked/expired/superseded refs and timestamps; Инвариант: История append-only; before/after references.","Группа: Lifecycle; Минимальные поля: status, granted/revoked/expired/superseded refs and timestamps; Инвариант: История append-only; before/after references.",,,,,M01_CASA_Pro_Client_and_Consent_Implementation_and_Acceptance_v1.1,1.1,§11 Consent evidence,SRC-DOC-M01-I-00141,,,,MULTI_LAYER,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M01-CAN-0033,m01.current_1_0.security_control.c9db7e4fb49d77f7,1.0,CURRENT_1_0,M01,Клиент и согласие,SECURITY_CONTROL,CONSENT,§11 Consent evidence,"Группа: Policy; Минимальные поля: retention_policy_id/version, access/export impact refs; Инвариант: Raw evidence минимизируется; exact policy outside M01.","Группа: Policy; Минимальные поля: retention_policy_id/version, access/export impact refs; Инвариант: Raw evidence минимизируется; exact policy outside M01.",,,,,M01_CASA_Pro_Client_and_Consent_Implementation_and_Acceptance_v1.1,1.1,§11 Consent evidence,SRC-DOC-M01-I-00142,,,,MULTI_LAYER,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M01-CAN-0034,m01.current_1_0.security_control.83917e095936abfa,1.0,CURRENT_1_0,M01,Клиент и согласие,SECURITY_CONTROL,CONSENT,§11 Consent evidence,"Группа: Audit; Минимальные поля: created_by/at, source/channel, audit_event_ids; Инвариант: Доказуемая связь request→response→grant→revoke.","Группа: Audit; Минимальные поля: created_by/at, source/channel, audit_event_ids; Инвариант: Доказуемая связь request→response→grant→revoke.",,,,,M01_CASA_Pro_Client_and_Consent_Implementation_and_Acceptance_v1.1,1.1,§11 Consent evidence,SRC-DOC-M01-I-00143,,,,MULTI_LAYER,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M01-CAN-0035,m01.current_1_0.security_control.904f1ab98e1cbb8d,1.0,CURRENT_1_0,M01,Клиент и согласие,SECURITY_CONTROL,CONSENT,§11 Consent evidence,"CONFIRMATION METHOD OPEN  До утверждения способа подтверждения production adapter disabled. Инженерная приёмка использует синтетический evidence fixture; она не доказывает юридическую достаточность SMS, ссылки, OTP или другого канала.: CONFIRMATION METHOD OPEN  До утверждения способа подтверждения production adapter disabled. Инженерная приёмка использует синтетический evidence fixture; она не доказывает юридическую достаточность SMS, ссылки, OTP или другого канала.","CONFIRMATION METHOD OPEN  До утверждения способа подтверждения production adapter disabled. Инженерная приёмка использует синтетический evidence fixture; она не доказывает юридическую достаточность SMS, ссылки, OTP или другого канала.: CONFIRMATION METHOD OPEN  До утверждения способа подтверждения production adapter disabled. Инженерная приёмка использует синтетический evidence fixture; она не доказывает юридическую достаточность SMS, ссылки, OTP или другого канала.",,,,DISABLED,M01_CASA_Pro_Client_and_Consent_Implementation_and_Acceptance_v1.1,1.1,§11 Consent evidence,SRC-DOC-M01-I-00144,,,,QA|PRODUCT,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M01-CAN-0036,m01.current_1_0.boundary.e505fc7a6dd3c685,1.0,CURRENT_1_0,M01,Клиент и согласие,BOUNDARY,FORBIDDEN,§12 Access control,Actor: Назначенный пользователь tenant; Scope: Только assigned case/participant и разрешённые actions; Разрешено: Создать/редактировать разрешённые M01 данные; запросить/revoke по permission; открыть audit summary; Запрещено: Не подтверждать за participant; не читать другой tenant; не видеть secrets/raw evidence; Test: AT-CC-006/009/011,,Actor: Назначенный пользователь tenant; Scope: Только assigned case/participant и разрешённые actions; Разрешено: Создать/редактировать разрешённые M01 данные; запросить/revoke по permission; открыть audit summary; Запрещено: Не подтверждать за participant; не читать другой tenant; не видеть secrets/raw evidence; Test: AT-CC-006/009/011,,,,M01_CASA_Pro_Client_and_Consent_Implementation_and_Acceptance_v1.1,1.1,§12 Access control,SRC-DOC-M01-I-00148,AT-CC-006,,,QA|SECURITY|PRODUCT,,,,M01-TASK-017,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M01-CAN-0037,m01.current_1_0.boundary.dc8f88229f756794,1.0,CURRENT_1_0,M01,Клиент и согласие,BOUNDARY,FORBIDDEN,§12 Access control,"Actor: Tenant administrator — только если роль уже существует; Scope: Свой tenant; административные permissions; Разрешено: Назначение/отзыв assignment, restricted audit/admin metadata по current RBAC; Запрещено: Не получает автоматический доступ к client content без необходимости; Test: AT-CC-006; RG1/RG12",,"Actor: Tenant administrator — только если роль уже существует; Scope: Свой tenant; административные permissions; Разрешено: Назначение/отзыв assignment, restricted audit/admin metadata по current RBAC; Запрещено: Не получает автоматический доступ к client content без необходимости; Test: AT-CC-006; RG1/RG12",,,,M01_CASA_Pro_Client_and_Consent_Implementation_and_Acceptance_v1.1,1.1,§12 Access control,SRC-DOC-M01-I-00149,AT-CC-006,,,DATA|QA|SECURITY|PRODUCT,,RG1|RG12,RG1|RG12,M01-TASK-017,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
