requirement_id,canonical_key,release,applicability,module_id,module_name,requirement_level,category,subsystem,requirement,expected_behavior,forbidden_behavior,input,output,state_or_status,source_documents,source_versions,source_sections,source_extract_ids,acceptance_test_ids,priority,criticality,implementation_layer,dependency,release_gate,open_gate_ids,developer_task_ids,notes
M06-CAN-0011,m06.current_1_0.product_semantic.ff8c3a3f2ab5812b,1.0,CURRENT_1_0,M06,Расчётный движок,PRODUCT_SEMANTIC,BUSINESS_RULE,Replay hash methodology CASA-CJ-1,Hash: output_hash; Expected lowercase hex: c1674aea4b8d1bc8bbc9fc8d1ecb76db85ee28f833be1971b81f19d2db642e60,Hash: output_hash; Expected lowercase hex: c1674aea4b8d1bc8bbc9fc8d1ecb76db85ee28f833be1971b81f19d2db642e60,,,,,M06_CASA_Pro_Calculation_Engine_Production_Spec_v1.4,1.4,Replay hash methodology CASA-CJ-1,SRC-DOC-M06-P-00393,,,,MULTI_LAYER,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M06-CAN-0012,m06.current_1_0.product_semantic.84cbc8408724aaff,1.0,CURRENT_1_0,M06,Расчётный движок,PRODUCT_SEMANTIC,BUSINESS_RULE,Replay hash methodology CASA-CJ-1,Hash: replay_hash; Expected lowercase hex: a7be2c777298f1d563e3f794fbe2f0b13b59549dda3f2dafc0deaee321693737,Hash: replay_hash; Expected lowercase hex: a7be2c777298f1d563e3f794fbe2f0b13b59549dda3f2dafc0deaee321693737,,,,,M06_CASA_Pro_Calculation_Engine_Production_Spec_v1.4,1.4,Replay hash methodology CASA-CJ-1,SRC-DOC-M06-P-00394,,,,MULTI_LAYER,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M06-CAN-0013,m06.current_1_0.product_semantic.84b26c3dfcbc4556,1.0,CURRENT_1_0,M06,Расчётный движок,PRODUCT_SEMANTIC,CALCULATION,Replay hash methodology CASA-CJ-1,"replay_hash = SHA-256(canonical replay payload) built from an explicit allowlist, not from every calculation_snapshot field by default;","replay_hash = SHA-256(canonical replay payload) built from an explicit allowlist, not from every calculation_snapshot field by default;",,,,,M06_CASA_Pro_Calculation_Engine_Production_Spec_v1.4|M06_CASA_Pro_Calculation_Engine_Implementation_and_Acceptance_v1.1,1.4|1.1,Replay hash methodology CASA-CJ-1|CASA-CJ-1 canonicalization,SRC-DOC-M06-P-00386|SRC-DOC-M06-I-00244,,,,DATA,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M06-CAN-0014,m06.current_1_0.product_semantic.e4030e019266f6b0,1.0,CURRENT_1_0,M06,Расчётный движок,PRODUCT_SEMANTIC,FORMULA,Replay hash methodology CASA-CJ-1,"the replay allowlist is exactly: schema_version; case_id; client_profile_snapshot{snapshot_id,snapshot_hash}; selected_upstream_refs; formula_registry_version; formula_versions; inputs; outputs; blockers; engine_version; decimal_context_version;","the replay allowlist is exactly: schema_version; case_id; client_profile_snapshot{snapshot_id,snapshot_hash}; selected_upstream_refs; formula_registry_version; formula_versions; inputs; outputs; blockers; engine_version; decimal_context_version;",,,,,M06_CASA_Pro_Calculation_Engine_Production_Spec_v1.4|M06_CASA_Pro_Calculation_Engine_Implementation_and_Acceptance_v1.1,1.4|1.1,Replay hash methodology CASA-CJ-1|CASA-CJ-1 canonicalization,SRC-DOC-M06-P-00387|SRC-DOC-M06-I-00245,,,,DATA,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M06-CAN-0015,m06.current_1_0.security_control.27f86ab1451173bb,1.0,CURRENT_1_0,M06,Расчётный движок,SECURITY_CONTROL,SECURITY,Replay hash methodology CASA-CJ-1,"excluded from replay payload: calculation_snapshot_id, tenant_id, status, calculated_at, superseded_by, actor, audit_refs, canonicalization_version and hash fields input_hash/output_hash/replay_hash; every other non-allowlisted field is excluded until a versioned CASA-CJ contract change; these fields do not define the deterministic mathematics;","excluded from replay payload: calculation_snapshot_id, tenant_id, status, calculated_at, superseded_by, actor, audit_refs, canonicalization_version and hash fields input_hash/output_hash/replay_hash; every other non-allowlisted field is excluded until a versioned CASA-CJ contract change; these fields do not define the deterministic mathematics;",,,,,M06_CASA_Pro_Calculation_Engine_Production_Spec_v1.4|M06_CASA_Pro_Calculation_Engine_Implementation_and_Acceptance_v1.1,1.4|1.1,Replay hash methodology CASA-CJ-1|CASA-CJ-1 canonicalization,SRC-DOC-M06-P-00388|SRC-DOC-M06-I-00246,,,,DATA|SECURITY,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M06-CAN-0016,m06.current_1_0.product_semantic.9e7c5a6d36af34d3,1.0,CURRENT_1_0,M06,Расчётный движок,PRODUCT_SEMANTIC,FORMULA,§10 Regulatory KZ calculations,"Официальный норматив подтверждает существование и структуру КДН банка, но не превращает нейтральные M03/M05 поля в его точные входы. Нормативный срез: 23.08.2026, включая постановление НБРК №92, действующее с 18.08.2026. REG-F-001 хранится отдельно и остаётся DISABLED для execution 1.0.","Официальный норматив подтверждает существование и структуру КДН банка, но не превращает нейтральные M03/M05 поля в его точные входы. Нормативный срез: 23.08.2026, включая постановление НБРК №92, действующее с 18.08.2026. REG-F-001 хранится отдельно и остаётся DISABLED для execution 1.0.",,,,DISABLED,M06_CASA_Pro_Calculation_Engine_Production_Spec_v1.4,1.4,§10 Regulatory KZ calculations,SRC-DOC-M06-P-00138,REG-F-001,,,MULTI_LAYER,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M06-CAN-0017,m06.current_1_0.product_semantic.fbcbe38d8a02916d,1.0,CURRENT_1_0,M06,Расчётный движок,PRODUCT_SEMANTIC,CALCULATION,§10 Regulatory KZ calculations,Регуляторный элемент: PNZ_i; Официальная семантика: Ежемесячный платёж по каждому непогашенному займу по пункту 24 в редакции №92.; CASA 1.0 gap: M03 total_reported_payment — source-reported aggregate; special card/refinance rules и arrears components не нормализованы как PNZ_i.,Регуляторный элемент: PNZ_i; Официальная семантика: Ежемесячный платёж по каждому непогашенному займу по пункту 24 в редакции №92.; CASA 1.0 gap: M03 total_reported_payment — source-reported aggregate; special card/refinance rules и arrears components не нормализованы как PNZ_i.,,,,,M06_CASA_Pro_Calculation_Engine_Production_Spec_v1.4,1.4,§10 Regulatory KZ calculations,SRC-DOC-M06-P-00140,,,,MULTI_LAYER,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M06-CAN-0018,m06.current_1_0.boundary.0bafdd1abac404cd,1.0,CURRENT_1_0,M06,Расчётный движок,BOUNDARY,FORBIDDEN,§10 Regulatory KZ calculations,"Регуляторный элемент: Кредитная карточка в PNZ_i; Официальная семантика: Ежемесячный платёж = 10% использованного кредитного лимита по карточке. Неиспользованная часть не входит в этот KDN card payment.; CASA 1.0 gap: M03 не гарантирует отдельные exact used_credit_limit, card contract type и regulatory completeness для каждого договора; догадка из общего лимита/долга запрещена.",,"Регуляторный элемент: Кредитная карточка в PNZ_i; Официальная семантика: Ежемесячный платёж = 10% использованного кредитного лимита по карточке. Неиспользованная часть не входит в этот KDN card payment.; CASA 1.0 gap: M03 не гарантирует отдельные exact used_credit_limit, card contract type и regulatory completeness для каждого договора; догадка из общего лимита/долга запрещена.",,,,M06_CASA_Pro_Calculation_Engine_Production_Spec_v1.4,1.4,§10 Regulatory KZ calculations,SRC-DOC-M06-P-00141,,,,MULTI_LAYER,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M06-CAN-0019,m06.current_1_0.product_semantic.f3d70360f747d3e4,1.0,CURRENT_1_0,M06,Расчётный движок,PRODUCT_SEMANTIC,CALCULATION,§10 Regulatory KZ calculations,"Регуляторный элемент: PP_i; Официальная семантика: Просроченные платежи по непогашенным займам, включая определённые регулятором компоненты.; CASA 1.0 gap: Нет отдельного complete regulatory PP_i input contract.","Регуляторный элемент: PP_i; Официальная семантика: Просроченные платежи по непогашенным займам, включая определённые регулятором компоненты.; CASA 1.0 gap: Нет отдельного complete regulatory PP_i input contract.",,,,,M06_CASA_Pro_Calculation_Engine_Production_Spec_v1.4,1.4,§10 Regulatory KZ calculations,SRC-DOC-M06-P-00142,,,,MULTI_LAYER,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M06-CAN-0020,m06.current_1_0.product_semantic.34404ee16b41e1cf,1.0,CURRENT_1_0,M06,Расчётный движок,PRODUCT_SEMANTIC,FORMULA,§10 Regulatory KZ calculations,Регуляторный элемент: PZ; Официальная семантика: Средний ежемесячный платёж по новой задолженности: total schedule principal+interest+specified other payments / term months.; CASA 1.0 gap: CALC-F-002 — monthly annuity payment без fees; это не PZ.,Регуляторный элемент: PZ; Официальная семантика: Средний ежемесячный платёж по новой задолженности: total schedule principal+interest+specified other payments / term months.; CASA 1.0 gap: CALC-F-002 — monthly annuity payment без fees; это не PZ.,,,,,M06_CASA_Pro_Calculation_Engine_Production_Spec_v1.4,1.4,§10 Regulatory KZ calculations,SRC-DOC-M06-P-00143,CALC-F-002,,,MULTI_LAYER,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M06-CAN-0021,m06.current_1_0.product_semantic.cbcab51864fb81d0,1.0,CURRENT_1_0,M06,Расчётный движок,PRODUCT_SEMANTIC,CALCULATION,§10 Regulatory KZ calculations,"Регуляторный элемент: D; Официальная семантика: Среднемесячный доход за 6 месяцев по критериям пункта 22, выбранным/проверенным банком, с validation против дублей.; CASA 1.0 gap: M05 total_verified_income не равен автоматически regulatory D и не является bank accepted income.","Регуляторный элемент: D; Официальная семантика: Среднемесячный доход за 6 месяцев по критериям пункта 22, выбранным/проверенным банком, с validation против дублей.; CASA 1.0 gap: M05 total_verified_income не равен автоматически regulatory D и не является bank accepted income.",,,,,M06_CASA_Pro_Calculation_Engine_Production_Spec_v1.4,1.4,§10 Regulatory KZ calculations,SRC-DOC-M06-P-00144,,,,MULTI_LAYER,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M06-CAN-0022,m06.current_1_0.product_semantic.f6f5869b62b377f2,1.0,CURRENT_1_0,M06,Расчётный движок,PRODUCT_SEMANTIC,FORMULA,§10 Regulatory KZ calculations,Регуляторный элемент: Formula / действующий общий threshold; Официальная семантика: Expression КДН не изменён №92. На нормативную дату 23.08.2026 максимальный уровень по пункту 36 №52 — 0.5; исключения и случаи мониторинга заданы пунктом 20.; CASA 1.0 gap: M06 не применяет threshold и не выдаёт verdict; применимость требует отдельного regulatory evaluation context.,Регуляторный элемент: Formula / действующий общий threshold; Официальная семантика: Expression КДН не изменён №92. На нормативную дату 23.08.2026 максимальный уровень по пункту 36 №52 — 0.5; исключения и случаи мониторинга заданы пунктом 20.; CASA 1.0 gap: M06 не применяет threshold и не выдаёт verdict; применимость требует отдельного regulatory evaluation context.,,,,,M06_CASA_Pro_Calculation_Engine_Production_Spec_v1.4,1.4,§10 Regulatory KZ calculations,SRC-DOC-M06-P-00145,,,,MULTI_LAYER,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M06-CAN-0023,m06.current_1_0.product_semantic.82639445c8195c46,1.0,CURRENT_1_0,M06,Расчётный движок,PRODUCT_SEMANTIC,STATE,§10 Regulatory KZ calculations,"Регуляторный элемент: Future regulatory applicability 0.25; Официальная семантика: Подпункт 2) пункта 44 Правил АРРФР №86 устанавливает для заемщика с DPD >90 по банковскому займу и (или) микрокредиту за последние 12 месяцев уровень КДН, равный половине максимального: 0.25 при max 0.5. Однако пункт 5 постановления №86 вводит именно подпункт 2) пункта 44 с 01.07.2027. effective_from=2027-07-01; status=FUTURE_REGULATORY_RULE / NOT_YET_EFFECTIVE.; CASA 1.0 gap: На срез 23.08.2026 правило не действует и не применяется к calculation result. Оно хранится как versioned future regulatory record; после effective date всё равно потребуются exact applicability facts и отдельное утверждённое изменение implementation.","Регуляторный элемент: Future regulatory applicability 0.25; Официальная семантика: Подпункт 2) пункта 44 Правил АРРФР №86 устанавливает для заемщика с DPD >90 по банковскому займу и (или) микрокредиту за последние 12 месяцев уровень КДН, равный половине максимального: 0.25 при max 0.5. Однако пункт 5 постановления №86 вводит именно подпункт 2) пункта 44 с 01.07.2027. effective_from=2027-07-01; status=FUTURE_REGULATORY_RULE / NOT_YET_EFFECTIVE.; CASA 1.0 gap: На срез 23.08.2026 правило не действует и не применяется к calculation result. Оно хранится как versioned future regulatory record; после effective date всё равно потребуются exact applicability facts и отдельное утверждённое изменение implementation.",,,,,M06_CASA_Pro_Calculation_Engine_Production_Spec_v1.4,1.4,§10 Regulatory KZ calculations,SRC-DOC-M06-P-00146,,,,MULTI_LAYER,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M06-CAN-0024,m06.current_1_0.product_semantic.aaaadd58bac195ca,1.0,CURRENT_1_0,M06,Расчётный движок,PRODUCT_SEMANTIC,CALCULATION,§10 Regulatory KZ calculations,Регуляторный элемент: КДД ≠ КДН; Официальная семантика: После №92 КДД считается отдельно по видам/совокупно для мониторинга; в debt включается использованный кредитный лимит. Утверждение research о 10% неиспользованной части относится к прежней редакции и не действует в срезе 23.08.2026.; CASA 1.0 gap: КДД не входит в executable M06 1.0 и не подменяет КДН.,Регуляторный элемент: КДД ≠ КДН; Официальная семантика: После №92 КДД считается отдельно по видам/совокупно для мониторинга; в debt включается использованный кредитный лимит. Утверждение research о 10% неиспользованной части относится к прежней редакции и не действует в срезе 23.08.2026.; CASA 1.0 gap: КДД не входит в executable M06 1.0 и не подменяет КДН.,,,,,M06_CASA_Pro_Calculation_Engine_Production_Spec_v1.4,1.4,§10 Regulatory KZ calculations,SRC-DOC-M06-P-00147,,,,MULTI_LAYER,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M06-CAN-0025,m06.current_1_0.product_semantic.90d2f25a5e592ecf,1.0,CURRENT_1_0,M06,Расчётный движок,PRODUCT_SEMANTIC,CALCULATION,§11 КДН — отдельный нормативный разбор,"Вопрос: Кому адресована?; Вывод M06 v1.4: Банкам и филиалам банков-нерезидентов РК при решениях, перечисленных в НПА. Это не свободная CASA-neutral метрика.","Вопрос: Кому адресована?; Вывод M06 v1.4: Банкам и филиалам банков-нерезидентов РК при решениях, перечисленных в НПА. Это не свободная CASA-neutral метрика.",,,,,M06_CASA_Pro_Calculation_Engine_Production_Spec_v1.4,1.4,§11 КДН — отдельный нормативный разбор,SRC-DOC-M06-P-00153,,,,MULTI_LAYER,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M06-CAN-0026,m06.current_1_0.boundary.2daa8f03dafd0477,1.0,CURRENT_1_0,M06,Расчётный движок,BOUNDARY,FUTURE_BOUNDARY,§11 КДН — отдельный нормативный разбор,"Вопрос: Какие обязательства?; Вывод M06 v1.4: Непогашенные займы, arrears и новая задолженность по специальной regulatory semantics. Для кредитной карточки PNZ_i = 10% использованного кредитного лимита; неиспользованная часть не входит в KDN card payment.","Вопрос: Какие обязательства?; Вывод M06 v1.4: Непогашенные займы, arrears и новая задолженность по специальной regulatory semantics. Для кредитной карточки PNZ_i = 10% использованного кредитного лимита; неиспользованная часть не входит в KDN card payment.",,,,,M06_CASA_Pro_Calculation_Engine_Production_Spec_v1.4,1.4,§11 КДН — отдельный нормативный разбор,SRC-DOC-M06-P-00154,,,,MULTI_LAYER,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M06-CAN-0027,m06.current_1_0.boundary.ad8c8194e8a54565,1.0,CURRENT_1_0,M06,Расчётный движок,BOUNDARY,FORBIDDEN,§11 КДН — отдельный нормативный разбор,Вопрос: Созaёмщики?; Вывод M06 v1.4: Проверенный источник не даёт M06 contract на автоматическое сложение participant incomes. Spouse/co-borrower income aggregation запрещена без отдельного approved rule.,,Вопрос: Созaёмщики?; Вывод M06 v1.4: Проверенный источник не даёт M06 contract на автоматическое сложение participant incomes. Spouse/co-borrower income aggregation запрещена без отдельного approved rule.,,,,M06_CASA_Pro_Calculation_Engine_Production_Spec_v1.4,1.4,§11 КДН — отдельный нормативный разбор,SRC-DOC-M06-P-00156,,,,MULTI_LAYER,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M06-CAN-0028,m06.current_1_0.product_semantic.53eaf636925b9973,1.0,CURRENT_1_0,M06,Расчётный движок,PRODUCT_SEMANTIC,STATE,§11 КДН — отдельный нормативный разбор,Вопрос: Threshold — часть formula?; Вывод M06 v1.4: Нет. На 23.08.2026 действующий общий max 0.5 задаёт пункт 36 №52. Будущее правило подпункта 2) пункта 44 №86 для DPD >90 за последние 12 месяцев имеет effective_from=2027-07-01 и status=FUTURE_REGULATORY_RULE / NOT_YET_EFFECTIVE; оно не применяется на текущем срезе и не меняет арифметику KDN.,Вопрос: Threshold — часть formula?; Вывод M06 v1.4: Нет. На 23.08.2026 действующий общий max 0.5 задаёт пункт 36 №52. Будущее правило подпункта 2) пункта 44 №86 для DPD >90 за последние 12 месяцев имеет effective_from=2027-07-01 и status=FUTURE_REGULATORY_RULE / NOT_YET_EFFECTIVE; оно не применяется на текущем срезе и не меняет арифметику KDN.,,,,,M06_CASA_Pro_Calculation_Engine_Production_Spec_v1.4,1.4,§11 КДН — отдельный нормативный разбор,SRC-DOC-M06-P-00157,,,,MULTI_LAYER,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M06-CAN-0029,m06.current_1_0.product_semantic.6749c5591d5448f5,1.0,CURRENT_1_0,M06,Расчётный движок,PRODUCT_SEMANTIC,BUSINESS_RULE,§11 КДН — отдельный нормативный разбор,Вопрос: КДД?; Вывод M06 v1.4: Отдельный мониторинговый показатель. В редакции №92 включает использованный кредитный лимит; прежние 10% неиспользованной части исключены. КДД не реализуется и не показывается как КДН.,Вопрос: КДД?; Вывод M06 v1.4: Отдельный мониторинговый показатель. В редакции №92 включает использованный кредитный лимит; прежние 10% неиспользованной части исключены. КДД не реализуется и не показывается как КДН.,,,,,M06_CASA_Pro_Calculation_Engine_Production_Spec_v1.4,1.4,§11 КДН — отдельный нормативный разбор,SRC-DOC-M06-P-00158,,,,MULTI_LAYER,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
M06-CAN-0030,m06.current_1_0.product_semantic.b455493c47e89e8a,1.0,CURRENT_1_0,M06,Расчётный движок,PRODUCT_SEMANTIC,BUSINESS_RULE,§11 КДН — отдельный нормативный разбор,Вопрос: UNKNOWN?; Вывод M06 v1.4: Любой отсутствующий PNZ/PP/PZ/D или обязательный applicability input → value=null; REGULATORY_INPUT_REQUIRED. Не partial ratio.,Вопрос: UNKNOWN?; Вывод M06 v1.4: Любой отсутствующий PNZ/PP/PZ/D или обязательный applicability input → value=null; REGULATORY_INPUT_REQUIRED. Не partial ratio.,,,,UNKNOWN,M06_CASA_Pro_Calculation_Engine_Production_Spec_v1.4,1.4,§11 КДН — отдельный нормативный разбор,SRC-DOC-M06-P-00159,,,,MULTI_LAYER,,,,,Canonicalized from 1 candidate row(s); source text preserved in 10_SOURCE_EXTRACTS.csv.
